"gaul1_code","map_code","gaul0_name","gaul1_name","continent","disp_en"
"2524","KHM","Cambodia","Siemreap","Asia","Siemreap, Cambodia"
"1636","SDN","Sudan","Northern","Africa","Northern, Sudan"
"3242","VNM","Viet Nam","Lao Cai","Asia","Lao Cai, Viet Nam"
"2757","JOR","Jordan","Irbid","Asia","Irbid, Jordan"
"1279","ERI","Eritrea","Anseba","Africa","Anseba, Eritrea"
"2424","AFG","Afghanistan","Paktya","Asia","Paktya, Afghanistan"
"2282","TTO","Trinidad And Tobago","Mayaro/Rio Claro","America","Mayaro/Rio Claro, Trinidad And Tobago"
"2273","SUR","Suriname","Para","America","Para, Suriname"
"2313","USA","United States of America","Hawaii","America","Hawaii, United States of America"
"1891","CYM","Cayman Islands","Bodden Town","America","Bodden Town, Cayman Islands"
"3535","IRL","Ireland","Longford","Europe","Longford, Ireland"
"2142","MEX","Mexico","Sonora","America","Sonora, Mexico"
"2495","BTN","Bhutan","Trashiyangtse","Asia","Trashiyangtse, Bhutan"
"2136","MEX","Mexico","Oaxaca","America","Oaxaca, Mexico"
"3985","AUS","Australia","South Australia","Oceania","South Australia, Australia"
"1627","SDN","Sudan","Aj Jazirah","Africa","Aj Jazirah, Sudan"
"3295","ALB","Albania","Fier","Europe","Fier, Albania"
"4002","KIR","Kiribati","South Tarawa","Oceania","South Tarawa, Kiribati"
"2238","KNA","Saint Kitts And Nevis","Saint James Windward","America","Saint James Windward, Saint Kitts And Nevis"
"2890","NPL","Nepal","Koshi","Asia","Koshi, Nepal"
"1637","SDN","Sudan","Red Sea","Africa","Red Sea, Sudan"
"2823","LBN","Lebanon","Mount Lebanon","Asia","Mount Lebanon, Lebanon"
"2825","LBN","Lebanon","South","Asia","South, Lebanon"
"1929","COL","Colombia","Huila","America","Huila, Colombia"
"2979","LKA","Sri Lanka","Eastern","Asia","Eastern, Sri Lanka"
"3963","UKR","Ukraine","Poltavska","Europe","Poltavska, Ukraine"
"2760","JOR","Jordan","Ma'An","Asia","Ma'An, Jordan"
"1775","BHS","Bahamas","Biminis","America","Biminis, Bahamas"
"4076","TKL","Tokelau","Administrative Unit Not Available","Oceania","Tokelau"
"2925","PHL","Philippines","Region Viii (Eastern Visayas)","Asia","Region Viii (Eastern Visayas), Philippines"
"3089","TLS","Timor-Leste","Dili","Asia","Dili, Timor-Leste"
"3749","MDA","Republic of Moldova","Donduseni","Europe","Donduseni, Republic of Moldova"
"2366","URY","Uruguay","Rocha","America","Rocha, Uruguay"
"3657","MNE","Montenegro","Savnik","Europe","Savnik, Montenegro"
"1308","GAB","Gabon","Nyanga","Africa","Nyanga, Gabon"
"1369","KEN","Kenya","Kisumu","Africa","Kisumu, Kenya"
"1557","RWA","Rwanda","Iburengerazuba","Africa","Iburengerazuba, Rwanda"
"3714","PRT","Portugal","Braga","Europe","Braga, Portugal"
"2565","PRK","Democratic People's Republic of Korea","Kangwon","Asia","Kangwon, Democratic People's Republic of Korea"
"4030","MNP","Northern Mariana Islands","Administrative Unit Not Available","Oceania","Northern Mariana Islands"
"2626","IDN","Indonesia","Kalimantan Barat","Asia","Kalimantan Barat, Indonesia"
"1266","EGY","Egypt","Qena","Africa","Qena, Egypt"
"2570","PRK","Democratic People's Republic of Korea","Pyongyang","Asia","Pyongyang, Democratic People's Republic of Korea"
"2534","CHN","China","Fujian Province","Asia","Fujian Province, China"
"1072","BEN","Benin","Atacora","Africa","Atacora, Benin"
"3332","BGR","Bulgaria","Blagoevgrad","Europe","Blagoevgrad, Bulgaria"
"3128","TUR","Türkiye","Diyarbakir","Asia","Diyarbakir, Türkiye"
"2472","BGD","Bangladesh","Barisal","Asia","Barisal, Bangladesh"
"2109","JAM","Jamaica","Saint Mary","America","Saint Mary, Jamaica"
"1622","SSD","South Sudan","Unity","Africa","Unity, South Sudan"
"2349","USA","United States of America","Washington","America","Washington, United States of America"
"2260","SPM","Saint Pierre and Miquelon","Saint-Pierre","America","Saint-Pierre, Saint Pierre and Miquelon"
"3723","PRT","Portugal","Ilha de Porto Santo (Madeira)","Europe","Ilha de Porto Santo (Madeira), Portugal"
"1403","LSO","Lesotho","Mafeteng","Africa","Mafeteng, Lesotho"
"2980","LKA","Sri Lanka","North Central","Asia","North Central, Sri Lanka"
"3574","ITA","Italy","Calabria","Europe","Calabria, Italy"
"2203","PER","Peru","Arequipa","America","Arequipa, Peru"
"3994","FJI","Fiji","Eastern Division","Oceania","Eastern Division, Fiji"
"2557","CHN","China","Tianjin Municipality","Asia","Tianjin Municipality, China"
"3806","ROU","Romania","Salaj","Europe","Salaj, Romania"
"1325","GHA","Ghana","Greater Accra","Africa","Greater Accra, Ghana"
"3826","SRB","Serbia","Borski","Europe","Borski, Serbia"
"4028","NIU","Niue","Administrative Unit Not Available","Oceania","Niue"
"2517","KHM","Cambodia","Pailin","Asia","Pailin, Cambodia"
"1920","COL","Colombia","Caqueta","America","Caqueta, Colombia"
"1772","ABW","Aruba","Administrative Unit Not Available","America","Aruba"
"2729","JPN","Japan","Miyagi","Asia","Miyagi, Japan"
"1197","COG","Congo","Sangha","Africa","Sangha, Congo"
"3095","TLS","Timor-Leste","Oecussi","Asia","Oecussi, Timor-Leste"
"3487","GGY","Guernsey","Saint Peter Port","Europe","Saint Peter Port, Guernsey"
"2149","MSR","Montserrat","Saint Anthony","America","Saint Anthony, Montserrat"
"3326","BEL","Belgium","Brussels-Capital Region","Europe","Brussels-Capital Region, Belgium"
"2975","SGP","Singapore","Sembawang-Hong Kah","Asia","Sembawang-Hong Kah, Singapore"
"2774","KAZ","Kazakhstan","Jetisu Region","Asia","Jetisu Region, Kazakhstan"
"2244","KNA","Saint Kitts And Nevis","Saint Peter Basseterre","America","Saint Peter Basseterre, Saint Kitts And Nevis"
"4035","PNG","Papua New Guinea","East New Britain Province","Oceania","East New Britain Province, Papua New Guinea"
"2749","JPN","Japan","Yamagata","Asia","Yamagata, Japan"
"3778","ROU","Romania","Bihor","Europe","Bihor, Romania"
"1238","DJI","Djibouti","Ali Sabieh","Africa","Ali Sabieh, Djibouti"
"2085","HND","Honduras","Copan","America","Copan, Honduras"
"1470","MUS","Mauritius","Rivinre Du Rempart","Africa","Rivinre Du Rempart, Mauritius"
"3425","FIN","Finland","Etelä-Suomen aluehallintovirasto","Europe","Etelä-Suomen aluehallintovirasto, Finland"
"3740","MDA","Republic of Moldova","Bender","Europe","Bender, Republic of Moldova"
"2885","MMR","Myanmar","State","Asia","State, Myanmar"
"3347","BGR","Bulgaria","Shumen","Europe","Shumen, Bulgaria"
"3100","TKM","Turkmenistan","Mary","Asia","Mary, Turkmenistan"
"1564","STP","Sao Tome And Principe","São Tomé","Africa","São Tomé, Sao Tome And Principe"
"1395","KEN","Kenya","Turkana","Africa","Turkana, Kenya"
"2844","MDV","Maldives","Baa","Asia","Baa, Maldives"
"3656","MNE","Montenegro","Rozaj","Europe","Rozaj, Montenegro"
"2329","USA","United States of America","Nebraska","America","Nebraska, United States of America"
"1196","COG","Congo","Pool","Africa","Pool, Congo"
"1640","SDN","Sudan","South Darfur","Africa","South Darfur, Sudan"
"3244","VNM","Viet Nam","Nam Dinh","Asia","Nam Dinh, Viet Nam"
"3327","BEL","Belgium","Flemish Region","Europe","Flemish Region, Belgium"
"2941","KOR","Republic Of Korea","Chungchongbuk-Do","Asia","Chungchongbuk-Do, Republic Of Korea"
"4073","SLB","Solomon Islands","Rennell-Bell","Oceania","Rennell-Bell, Solomon Islands"
"2751","JPN","Japan","Yamanashi","Asia","Yamanashi, Japan"
"1780","BHS","Bahamas","Central Eleuthera","America","Central Eleuthera, Bahamas"
"2575","xxx","Disputed Area(xxx)","Administrative Unit Not Available","Asia","Disputed Area(xxx)"
"1076","BEN","Benin","Couffo","Africa","Couffo, Benin"
"1914","COL","Colombia","Antioquia","America","Antioquia, Colombia"
"2834","MYS","Malaysia","Pulau Pinang","Asia","Pulau Pinang, Malaysia"
"2586","IND","India","Disputed (Madhya Pradesh & Gujarat)","Asia","Disputed (Madhya Pradesh & Gujarat), India"
"1878","CAN","Canada","British Columbia / Colombie-Britannique","America","British Columbia / Colombie-Britannique, Canada"
"3132","TUR","Türkiye","Erzincan","Asia","Erzincan, Türkiye"
"3234","VNM","Viet Nam","Hoa Binh","Asia","Hoa Binh, Viet Nam"
"3211","VNM","Viet Nam","Ben Tre","Asia","Ben Tre, Viet Nam"
"2130","MEX","Mexico","Jalisco","America","Jalisco, Mexico"
"1392","KEN","Kenya","Tana River","Africa","Tana River, Kenya"
"2544","CHN","China","Hunan Province","Asia","Hunan Province, China"
"4063","WSM","Samoa","Tuamasaga","Oceania","Tuamasaga, Samoa"
"2027","FLK","Falkland Islands (Malvinas)","Administrative Unit Not Available","America","Falkland Islands (Malvinas)"
"2084","HND","Honduras","Comayagua","America","Comayagua, Honduras"
"2447","AZE","Azerbaijan","Central Aran Economic Region","Asia","Central Aran Economic Region, Azerbaijan"
"4006","FSM","Micronesia (Federated States of)","Kosrae","Oceania","Kosrae, Micronesia (Federated States of)"
"3472","GIB","Gibraltar","Administrative Unit Not Available","Europe","Gibraltar"
"2310","USA","United States of America","District Of Columbia","America","District Of Columbia, United States of America"
"2553","CHN","China","Shandong Province","Asia","Shandong Province, China"
"1191","COG","Congo","Lekoumou","Africa","Lekoumou, Congo"
"1247","EGY","Egypt","Aswan","Africa","Aswan, Egypt"
"1376","KEN","Kenya","Mandera","Africa","Mandera, Kenya"
"3187","ARE","United Arab Emirates","Fujairah","Asia","Fujairah, United Arab Emirates"
"2615","IDN","Indonesia","Aceh","Asia","Aceh, Indonesia"
"4045","PNG","Papua New Guinea","Morobe Province","Oceania","Morobe Province, Papua New Guinea"
"1080","BEN","Benin","Oueme","Africa","Oueme, Benin"
"1721","ZWE","Zimbabwe","Bulawayo","Africa","Bulawayo, Zimbabwe"
"2830","MYS","Malaysia","Negeri Sembilan","Asia","Negeri Sembilan, Malaysia"
"3758","MDA","Republic of Moldova","Leova","Europe","Leova, Republic of Moldova"
"3986","AUS","Australia","Tasmania","Oceania","Tasmania, Australia"
"3278","YEM","Yemen","Hadramawt","Asia","Hadramawt, Yemen"
"1185","COM","Comoros","Mohéli (Mwali)","Africa","Mohéli (Mwali), Comoros"
"1486","MOZ","Mozambique","Gaza","Africa","Gaza, Mozambique"
"3170","TUR","Türkiye","Sanliurfa","Asia","Sanliurfa, Türkiye"
"2664","IRN","Iran (Islamic Republic Of)","Kohgiluyeh And Boyer-Ahmad","Asia","Kohgiluyeh And Boyer-Ahmad, Iran (Islamic Republic Of)"
"2016","SLV","El Salvador","Cuscatlán","America","Cuscatlán, El Salvador"
"3152","TUR","Türkiye","Kirklareli","Asia","Kirklareli, Türkiye"
"1393","KEN","Kenya","Tharaka-Nithi","Africa","Tharaka-Nithi, Kenya"
"1796","BHS","Bahamas","North Eleuthera","America","North Eleuthera, Bahamas"
"2116","MTQ","Martinique","Saint-Pierre","America","Saint-Pierre, Martinique"
"1101","BFA","Burkina Faso","Boucle Du Mouhoun","Africa","Boucle Du Mouhoun, Burkina Faso"
"1301","ETH","Ethiopia","Tigray","Africa","Tigray, Ethiopia"
"1696","TZA","United Republic of Tanzania","Mjini Magharibi","Africa","Mjini Magharibi, United Republic of Tanzania"
"2710","JPN","Japan","Ehime","Asia","Ehime, Japan"
"3169","TUR","Türkiye","Samsun","Asia","Samsun, Türkiye"
"3183","TUR","Türkiye","Zonguldak","Asia","Zonguldak, Türkiye"
"2471","BHR","Bahrain","Western Region","Asia","Western Region, Bahrain"
"1129","BDI","Burundi","Rumonge","Africa","Rumonge, Burundi"
"3194","UZB","Uzbekistan","Fergana","Asia","Fergana, Uzbekistan"
"3751","MDA","Republic of Moldova","Dubasari","Europe","Dubasari, Republic of Moldova"
"3409","EST","Estonia","Hiiu maakond","Europe","Hiiu maakond, Estonia"
"3830","SRB","Serbia","Južno-Banatski","Europe","Južno-Banatski, Serbia"
"1658","TUN","Tunisia","Kairouan","Africa","Kairouan, Tunisia"
"2028","GUF","French Guiana","Cayenne","America","Cayenne, French Guiana"
"1550","NGA","Nigeria","Sokoto","Africa","Sokoto, Nigeria"
"3637","MLT","Malta","Southern Harbour Reg","Europe","Southern Harbour Reg, Malta"
"2582","IND","India","Chandigarh","Asia","Chandigarh, India"
"2697","IRQ","Iraq","Thi Qar","Asia","Thi Qar, Iraq"
"2233","BLM","Saint Barthélemy","Administrative Unit Not Available","America","Saint Barthélemy"
"3368","HRV","Croatia","Pazin","Europe","Pazin, Croatia"
"1340","GNB","Guinea-Bissau","Bafatá","Africa","Bafatá, Guinea-Bissau"
"1430","MDG","Madagascar","Fianarantsoa","Africa","Fianarantsoa, Madagascar"
"1841","BES","Bonaire, Sint Eustatius And Saba","Saba","America","Saba, Bonaire, Sint Eustatius And Saba"
"2412","AFG","Afghanistan","Kandahar","Asia","Kandahar, Afghanistan"
"4080","TON","Tonga","Tongatapu","Oceania","Tongatapu, Tonga"
"1013","DZA","Algeria","Boumerdes","Africa","Boumerdes, Algeria"
"2180","PAN","Panama","Panamá Oeste","America","Panamá Oeste, Panama"
"2845","MDV","Maldives","Dhaalu","Asia","Dhaalu, Maldives"
"1921","COL","Colombia","Casanare","America","Casanare, Colombia"
"2413","AFG","Afghanistan","Kapisa","Asia","Kapisa, Afghanistan"
"1423","LBR","Liberia","Rivercess","Africa","Rivercess, Liberia"
"1698","TZA","United Republic of Tanzania","Mtwara","Africa","Mtwara, United Republic of Tanzania"
"1413","LBR","Liberia","Grand Bassa","Africa","Grand Bassa, Liberia"
"1801","BHS","Bahamas","South Andros","America","South Andros, Bahamas"
"3483","GGY","Guernsey","Herm","Europe","Herm, Guernsey"
"2453","AZE","Azerbaijan","Lankaran-Astara Economic Region","Asia","Lankaran-Astara Economic Region, Azerbaijan"
"1047","DZA","Algeria","Tizi Ouzou","Africa","Tizi Ouzou, Algeria"
"2737","JPN","Japan","Osaka","Asia","Osaka, Japan"
"3252","VNM","Viet Nam","Quang Ngai","Asia","Quang Ngai, Viet Nam"
"3738","MDA","Republic of Moldova","Balti","Europe","Balti, Republic of Moldova"
"2003","ECU","Ecuador","Morona Santiago","America","Morona Santiago, Ecuador"
"3677","MKD","North Macedonia","Skopje","Europe","Skopje, North Macedonia"
"2974","SGP","Singapore","Potong Pasir","Asia","Potong Pasir, Singapore"
"3340","BGR","Bulgaria","Montana","Europe","Montana, Bulgaria"
"2627","IDN","Indonesia","Kalimantan Selatan","Asia","Kalimantan Selatan, Indonesia"
"2564","PRK","Democratic People's Republic of Korea","Jagang","Asia","Jagang, Democratic People's Republic of Korea"
"2455","AZE","Azerbaijan","Mountainous Shirvan Economic Region","Asia","Mountainous Shirvan Economic Region, Azerbaijan"
"1462","MUS","Mauritius","Cargados Carajos Shoals","Africa","Cargados Carajos Shoals, Mauritius"
"1518","NGA","Nigeria","Adamawa","Africa","Adamawa, Nigeria"
"3079","THA","Thailand","Udon Thani","Asia","Udon Thani, Thailand"
"3896","ESP","Spain","País Vasco","Europe","País Vasco, Spain"
"2894","OMN","Oman","Ad Dakhliyah","Asia","Ad Dakhliyah, Oman"
"2029","GUF","French Guiana","Saint-Laurent-Du-Maroni","America","Saint-Laurent-Du-Maroni, French Guiana"
"1190","COG","Congo","Kouilou","Africa","Kouilou, Congo"
"1827","BMU","Bermuda","Sandys","America","Sandys, Bermuda"
"1766","ARG","Argentina","San Luis","America","San Luis, Argentina"
"2235","KNA","Saint Kitts And Nevis","Saint Anne Sandy Point","America","Saint Anne Sandy Point, Saint Kitts And Nevis"
"2671","IRN","Iran (Islamic Republic Of)","Qom","Asia","Qom, Iran (Islamic Republic Of)"
"3546","IRL","Ireland","Wexford","Europe","Wexford, Ireland"
"2691","IRQ","Iraq","Erbil","Asia","Erbil, Iraq"
"1523","NGA","Nigeria","Benue","Africa","Benue, Nigeria"
"1539","NGA","Nigeria","Kogi","Africa","Kogi, Nigeria"
"2938","KOR","Republic Of Korea","Cheju-Do","Asia","Cheju-Do, Republic Of Korea"
"3639","MCO","Monaco","Administrative Unit Not Available","Europe","Monaco"
"3627","LTU","Lithuania","Utenos apskr.","Europe","Utenos apskr., Lithuania"
"2338","USA","United States of America","Oklahoma","America","Oklahoma, United States of America"
"3692","NOR","Norway","Trøndelag - Trööndelage","Europe","Trøndelag - Trööndelage, Norway"
"1118","BDI","Burundi","Cibitoke","Africa","Cibitoke, Burundi"
"3767","MDA","Republic of Moldova","Stefan Voda","Europe","Stefan Voda, Republic of Moldova"
"1641","SDN","Sudan","South Kordofan","Africa","South Kordofan, Sudan"
"2655","IRN","Iran (Islamic Republic Of)","Gilan","Asia","Gilan, Iran (Islamic Republic Of)"
"1986","DOM","Dominican Republic","Ozama","America","Ozama, Dominican Republic"
"3728","PRT","Portugal","Lisboa","Europe","Lisboa, Portugal"
"1311","GAB","Gabon","Ogooue-Maritime","Africa","Ogooue-Maritime, Gabon"
"2254","LCA","Saint Lucia","Laborie","America","Laborie, Saint Lucia"
"1030","DZA","Algeria","Mostaganem","Africa","Mostaganem, Algeria"
"2766","KAZ","Kazakhstan","Akmola Region","Asia","Akmola Region, Kazakhstan"
"1087","BWA","Botswana","Ghanzi","Africa","Ghanzi, Botswana"
"1739","AIA","Anguilla","West End Including Long Bay","America","West End Including Long Bay, Anguilla"
"1478","MAR","Morocco","Guelmim-Oued Noun","Africa","Guelmim-Oued Noun, Morocco"
"3503","HUN","Hungary","Heves","Europe","Heves, Hungary"
"1513","NER","Niger","Maradi","Africa","Maradi, Niger"
"1466","MUS","Mauritius","Ole Rodrigues","Africa","Ole Rodrigues, Mauritius"
"2948","KOR","Republic Of Korea","Kyongsangnam-Do","Asia","Kyongsangnam-Do, Republic Of Korea"
"1692","TZA","United Republic of Tanzania","Lindi","Africa","Lindi, United Republic of Tanzania"
"3909","SWE","Sweden","Norrbotten","Europe","Norrbotten, Sweden"
"4050","PNG","Papua New Guinea","West New Britain Province","Oceania","West New Britain Province, Papua New Guinea"
"2685","IRQ","Iraq","Al-Qadissiya","Asia","Al-Qadissiya, Iraq"
"1489","MOZ","Mozambique","Maputo","Africa","Maputo, Mozambique"
"3818","RUS","Russian Federation","North Caucasus federal district","Europe","North Caucasus federal district, Russian Federation"
"1459","MRT","Mauritania","Tiris-Zemmou","Africa","Tiris-Zemmou, Mauritania"
"3254","VNM","Viet Nam","Quang Tri","Asia","Quang Tri, Viet Nam"
"3396","CZE","Czechia","Plzeňský","Europe","Plzeňský, Czechia"
"1177","TCD","Chad","Ouaddaï","Africa","Ouaddaï, Chad"
"1401","LSO","Lesotho","Butha-Buthe","Africa","Butha-Buthe, Lesotho"
"3984","AUS","Australia","Queensland","Oceania","Queensland, Australia"
"3960","UKR","Ukraine","Lvivska","Europe","Lvivska, Ukraine"
"2384","VEN","Venezuela (Bolivarian Republic Of)","Federal Dependencies","America","Federal Dependencies, Venezuela (Bolivarian Republic Of)"
"1819","BLZ","Belize","Orange Walk","America","Orange Walk, Belize"
"2132","MEX","Mexico","Morelos","America","Morelos, Mexico"
"1455","MRT","Mauritania","Nouakchott-Nord","Africa","Nouakchott-Nord, Mauritania"
"2291","TTO","Trinidad And Tobago","Tobago","America","Tobago, Trinidad And Tobago"
"4064","WSM","Samoa","Va'a-o-Fonoti","Oceania","Va'a-o-Fonoti, Samoa"
"1553","NGA","Nigeria","Zamfara","Africa","Zamfara, Nigeria"
"2454","AZE","Azerbaijan","Mil-Mughan Economic Region","Asia","Mil-Mughan Economic Region, Azerbaijan"
"3912","SWE","Sweden","Södermanland","Europe","Södermanland, Sweden"
"3623","LTU","Lithuania","Marijampolės apskr.","Europe","Marijampolės apskr., Lithuania"
"1867","BRA","Brazil","Sergipe","America","Sergipe, Brazil"
"3338","BGR","Bulgaria","Kyustendil","Europe","Kyustendil, Bulgaria"
"2956","SAU","Saudi Arabia","Al Qaseem","Asia","Al Qaseem, Saudi Arabia"
"1433","MDG","Madagascar","Toliara","Africa","Toliara, Madagascar"
"2429","AFG","Afghanistan","Takhar","Asia","Takhar, Afghanistan"
"3750","MDA","Republic of Moldova","Drochia","Europe","Drochia, Republic of Moldova"
"1671","TUN","Tunisia","Tataouine","Africa","Tataouine, Tunisia"
"1733","AIA","Anguilla","Island Harbour","America","Island Harbour, Anguilla"
"1802","BHS","Bahamas","South Eleuthera","America","South Eleuthera, Bahamas"
"1225","COD","Democratic Republic of the Congo","Lualaba","Africa","Lualaba, Democratic Republic of the Congo"
"3248","VNM","Viet Nam","Phu Tho","Asia","Phu Tho, Viet Nam"
"1198","CIV","Côte D'Ivoire","Abidjan","Africa","Abidjan, Côte D'Ivoire"
"3365","HRV","Croatia","Koprivnica","Europe","Koprivnica, Croatia"
"3467","DEU","Germany","Saarland","Europe","Saarland, Germany"
"1241","DJI","Djibouti","Djiboutii","Africa","Djiboutii, Djibouti"
"3000","SYR","Syrian Arab Republic","Tartous","Asia","Tartous, Syrian Arab Republic"
"2140","MEX","Mexico","San Luis Potosí","America","San Luis Potosí, Mexico"
"3727","PRT","Portugal","Leiria","Europe","Leiria, Portugal"
"3474","GRC","Greece","Attikis","Europe","Attikis, Greece"
"3414","EST","Estonia","Lääne-Viru maakond","Europe","Lääne-Viru maakond, Estonia"
"2732","JPN","Japan","Nagasaki","Asia","Nagasaki, Japan"
"2961","SAU","Saudi Arabia","Jazan","Asia","Jazan, Saudi Arabia"
"1961","CUB","Cuba","La Habana","America","La Habana, Cuba"
"2279","TTO","Trinidad And Tobago","Chaguanas","America","Chaguanas, Trinidad And Tobago"
"3757","MDA","Republic of Moldova","Ialoveni","Europe","Ialoveni, Republic of Moldova"
"2350","USA","United States of America","Waterbody","America","Waterbody, United States of America"
"1465","MUS","Mauritius","Moka","Africa","Moka, Mauritius"
"1657","TUN","Tunisia","Jendouba","Africa","Jendouba, Tunisia"
"1227","COD","Democratic Republic of the Congo","Maniema","Africa","Maniema, Democratic Republic of the Congo"
"1830","BMU","Bermuda","Warwick","America","Warwick, Bermuda"
"3545","IRL","Ireland","Westmeath","Europe","Westmeath, Ireland"
"2919","PHL","Philippines","Region Iii (Central Luzon)","Asia","Region Iii (Central Luzon), Philippines"
"3424","FIN","Finland","Ahvenanmaan valtionvirasto","Europe","Ahvenanmaan valtionvirasto, Finland"
"1380","KEN","Kenya","Mombasa","Africa","Mombasa, Kenya"
"2317","USA","United States of America","Iowa","America","Iowa, United States of America"
"1336","GIN","Guinea","Kindia","Africa","Kindia, Guinea"
"3484","GGY","Guernsey","Saint Andrew","Europe","Saint Andrew, Guernsey"
"1885","CAN","Canada","Ontario","America","Ontario, Canada"
"3511","HUN","Hungary","Vas","Europe","Vas, Hungary"
"1127","BDI","Burundi","Mwaro","Africa","Mwaro, Burundi"
"3755","MDA","Republic of Moldova","Glodeni","Europe","Glodeni, Republic of Moldova"
"1510","NER","Niger","Communauté Urbaine De Niamey","Africa","Communauté Urbaine De Niamey, Niger"
"1964","CUB","Cuba","Mayabeque","America","Mayabeque, Cuba"
"2110","JAM","Jamaica","Saint Thomas","America","Saint Thomas, Jamaica"
"1973","DMA","Dominica","St. Joseph","America","St. Joseph, Dominica"
"3940","CHE","Switzerland","Thurgau","Europe","Thurgau, Switzerland"
"1720","ZMB","Zambia","Western","Africa","Western, Zambia"
"3268","YEM","Yemen","Abyan","Asia","Abyan, Yemen"
"3662","NLD","Netherlands (Kingdom of the)","Flevoland","Europe","Flevoland, Netherlands (Kingdom of the)"
"1630","SDN","Sudan","East Darfur","Africa","East Darfur, Sudan"
"2065","GUY","Guyana","Essequibo Islands-West Demerara","America","Essequibo Islands-West Demerara, Guyana"
"3612","LIE","Liechtenstein","Mauren","Europe","Mauren, Liechtenstein"
"1619","SSD","South Sudan","Jonglei","Africa","Jonglei, South Sudan"
"1525","NGA","Nigeria","Cross River","Africa","Cross River, Nigeria"
"2651","IRN","Iran (Islamic Republic Of)","Bushehr","Asia","Bushehr, Iran (Islamic Republic Of)"
"3652","MNE","Montenegro","Plav","Europe","Plav, Montenegro"
"2672","IRN","Iran (Islamic Republic Of)","Razavi Khorasan","Asia","Razavi Khorasan, Iran (Islamic Republic Of)"
"2552","CHN","China","Shaanxi Province","Asia","Shaanxi Province, China"
"1672","TUN","Tunisia","Tozeur","Africa","Tozeur, Tunisia"
"2838","MYS","Malaysia","Terengganu","Asia","Terengganu, Malaysia"
"3651","MNE","Montenegro","Niksic","Europe","Niksic, Montenegro"
"1604","SOM","Somalia","Sool","Africa","Sool, Somalia"
"1316","GMB","Gambia","Kanifing Municipal Council","Africa","Kanifing Municipal Council, Gambia"
"1930","COL","Colombia","La Guajira","America","La Guajira, Colombia"
"1064","AGO","Angola","Namibe","Africa","Namibe, Angola"
"3518","ISL","Iceland","Suðurland","Europe","Suðurland, Iceland"
"1085","BWA","Botswana","Francistown","Africa","Francistown, Botswana"
"4047","PNG","Papua New Guinea","New Ireland Province","Oceania","New Ireland Province, Papua New Guinea"
"1996","ECU","Ecuador","Emeralds","America","Emeralds, Ecuador"
"1035","DZA","Algeria","Relizane","Africa","Relizane, Algeria"
"1050","AGO","Angola","Benguela","Africa","Benguela, Angola"
"1758","ARG","Argentina","La Pampa","America","La Pampa, Argentina"
"2742","JPN","Japan","Shizuoka","Asia","Shizuoka, Japan"
"3356","BGR","Bulgaria","Veliko Tarnovo","Europe","Veliko Tarnovo, Bulgaria"
"3854","SXM","Sint Maarten (Dutch part)","Little Bay Area","Europe","Little Bay Area, Sint Maarten (Dutch part)"
"1400","LSO","Lesotho","Berea","Africa","Berea, Lesotho"
"3359","BGR","Bulgaria","Yambol","Europe","Yambol, Bulgaria"
"2995","SYR","Syrian Arab Republic","Homs","Asia","Homs, Syrian Arab Republic"
"1414","LBR","Liberia","Grand Cape Mount","Africa","Grand Cape Mount, Liberia"
"2510","KHM","Cambodia","Kampot","Asia","Kampot, Cambodia"
"1432","MDG","Madagascar","Toamasina","Africa","Toamasina, Madagascar"
"2449","AZE","Azerbaijan","Ganja-Dashkasan Economic Region","Asia","Ganja-Dashkasan Economic Region, Azerbaijan"
"1446","MRT","Mauritania","Adrar","Africa","Adrar, Mauritania"
"2970","SGP","Singapore","Central Singapore","Asia","Central Singapore, Singapore"
"2001","ECU","Ecuador","Los Rios","America","Los Rios, Ecuador"
"3507","HUN","Hungary","Pest megye","Europe","Pest megye, Hungary"
"3363","HRV","Croatia","Grad Zagreb","Europe","Grad Zagreb, Croatia"
"3844","SRB","Serbia","Severno-Bački","Europe","Severno-Bački, Serbia"
"1397","KEN","Kenya","Vihiga","Africa","Vihiga, Kenya"
"1577","SEN","Senegal","Tambacounda","Africa","Tambacounda, Senegal"
"3646","MNE","Montenegro","Danilovgrad","Europe","Danilovgrad, Montenegro"
"3768","MDA","Republic of Moldova","Straseni","Europe","Straseni, Republic of Moldova"
"2030","GRD","Grenada","Carriacou","America","Carriacou, Grenada"
"1908","CHL","Chile","Región De Ñuble","America","Región De Ñuble, Chile"
"2555","CHN","China","Shanxi Province","Asia","Shanxi Province, China"
"2878","MNG","Mongolia","Töv","Asia","Töv, Mongolia"
"1618","SSD","South Sudan","Eastern Equatoria","Africa","Eastern Equatoria, South Sudan"
"3506","HUN","Hungary","Nograd","Europe","Nograd, Hungary"
"2926","PHL","Philippines","Region X (Northern Mindanao)","Asia","Region X (Northern Mindanao), Philippines"
"3735","PRT","Portugal","Viseu","Europe","Viseu, Portugal"
"2249","LCA","Saint Lucia","Canaries","America","Canaries, Saint Lucia"
"3699","POL","Poland","Lubuskie","Europe","Lubuskie, Poland"
"3600","JEY","Jersey","Saint Ouen","Europe","Saint Ouen, Jersey"
"1753","ARG","Argentina","Corrientes","America","Corrientes, Argentina"
"3816","RUS","Russian Federation","Central Federal District","Europe","Central Federal District, Russian Federation"
