"gaul1_code","map_code","gaul0_name","gaul1_name","continent","disp_en"
"3439","FRA","France","Nouvelle-Aquitaine","Europe","Nouvelle-Aquitaine, France"
"4108","ATA","Antarctica","Administrative Unit Not Available","--","Antarctica"
"1484","MOZ","Mozambique","Cabo Delgado","Africa","Cabo Delgado, Mozambique"
"3669","NLD","Netherlands (Kingdom of the)","Overijssel","Europe","Overijssel, Netherlands (Kingdom of the)"
"3253","VNM","Viet Nam","Quang Ninh","Asia","Quang Ninh, Viet Nam"
"1699","TZA","United Republic of Tanzania","Mwanza","Africa","Mwanza, United Republic of Tanzania"
"2139","MEX","Mexico","Quintana Roo","America","Quintana Roo, Mexico"
"3067","THA","Thailand","Satun","Asia","Satun, Thailand"
"1457","MRT","Mauritania","Nouakchott-Sud","Africa","Nouakchott-Sud, Mauritania"
"2184","PRY","Paraguay","Amambay","America","Amambay, Paraguay"
"1107","BFA","Burkina Faso","Centre-Sud","Africa","Centre-Sud, Burkina Faso"
"3842","SRB","Serbia","Raški","Europe","Raški, Serbia"
"2094","HND","Honduras","Ocotepeque","America","Ocotepeque, Honduras"
"2868","MNG","Mongolia","Dornogovi","Asia","Dornogovi, Mongolia"
"1675","UGA","Uganda","Central","Africa","Central, Uganda"
"3614","LIE","Liechtenstein","Ruggell","Europe","Ruggell, Liechtenstein"
"1844","BRA","Brazil","Alagoas","America","Alagoas, Brazil"
"3270","YEM","Yemen","Aden","Asia","Aden, Yemen"
"2952","KOR","Republic Of Korea","Taejon","Asia","Taejon, Republic Of Korea"
"2548","CHN","China","Jilin Province","Asia","Jilin Province, China"
"2744","JPN","Japan","Tokushima","Asia","Tokushima, Japan"
"3829","SRB","Serbia","Jablanički","Europe","Jablanički, Serbia"
"2920","PHL","Philippines","Region Iv-A (Calabarzon)","Asia","Region Iv-A (Calabarzon), Philippines"
"4029","NFK","Norfolk Island","Administrative Unit Not Available","Oceania","Norfolk Island"
"2594","IND","India","Jharkhand","Asia","Jharkhand, India"
"3070","THA","Thailand","Songkhla","Asia","Songkhla, Thailand"
"3771","MDA","Republic of Moldova","Transnistria","Europe","Transnistria, Republic of Moldova"
"1709","TZA","United Republic of Tanzania","Tanga","Africa","Tanga, United Republic of Tanzania"
"3462","DEU","Germany","Hessen","Europe","Hessen, Germany"
"2286","TTO","Trinidad And Tobago","Princes Town","America","Princes Town, Trinidad And Tobago"
"1092","BWA","Botswana","Lobatse","Africa","Lobatse, Botswana"
"2781","KAZ","Kazakhstan","Shymkent","Asia","Shymkent, Kazakhstan"
"3629","LTU","Lithuania","Šiaulių apskr.","Europe","Šiaulių apskr., Lithuania"
"3676","MKD","North Macedonia","Polog","Europe","Polog, North Macedonia"
"1165","TCD","Chad","Guéra","Africa","Guéra, Chad"
"2810","LAO","Lao People's Democratic Republic","Salavan","Asia","Salavan, Lao People's Democratic Republic"
"1565","SEN","Senegal","Dakar","Africa","Dakar, Senegal"
"2971","SGP","Singapore","Hougang","Asia","Hougang, Singapore"
"2786","xKI","Kuril Islands","Administrative Unit Not Available","Asia","Kuril Islands"
"4037","PNG","Papua New Guinea","Eastern Highlands Province","Oceania","Eastern Highlands Province, Papua New Guinea"
"2179","PAN","Panama","Panamá","America","Panamá, Panama"
"3419","EST","Estonia","Tartu maakond","Europe","Tartu maakond, Estonia"
"3039","THA","Thailand","Narathiwat","Asia","Narathiwat, Thailand"
"1084","BWA","Botswana","Chobe","Africa","Chobe, Botswana"
"1405","LSO","Lesotho","Mohale'S Hoek","Africa","Mohale'S Hoek, Lesotho"
"2831","MYS","Malaysia","Pahang","Asia","Pahang, Malaysia"
"3702","POL","Poland","Opolskie","Europe","Opolskie, Poland"
"3966","UKR","Ukraine","Sumska","Europe","Sumska, Ukraine"
"2797","KGZ","Kyrgyzstan","Naryn","Asia","Naryn, Kyrgyzstan"
"1120","BDI","Burundi","Karuzi","Africa","Karuzi, Burundi"
"3836","SRB","Serbia","Nišavski","Europe","Nišavski, Serbia"
"1424","LBR","Liberia","Sinoe","Africa","Sinoe, Liberia"
"3999","KIR","Kiribati","Central","Oceania","Central, Kiribati"
"2129","MEX","Mexico","Hidalgo","America","Hidalgo, Mexico"
"2595","IND","India","Karnataka","Asia","Karnataka, India"
"2788","KWT","Kuwait","Al Farwaniyah","Asia","Al Farwaniyah, Kuwait"
"4082","TUV","Tuvalu","Funafuti","Oceania","Funafuti, Tuvalu"
"2765","KAZ","Kazakhstan","Abay Region","Asia","Abay Region, Kazakhstan"
"3821","RUS","Russian Federation","South federal district","Europe","South federal district, Russian Federation"
"3177","TUR","Türkiye","Trabzon","Asia","Trabzon, Türkiye"
"3666","NLD","Netherlands (Kingdom of the)","Limburg","Europe","Limburg, Netherlands (Kingdom of the)"
"3880","ESP","Spain","Andalucía","Europe","Andalucía, Spain"
"1133","CPV","Cabo Verde","Boavista","Africa","Boavista, Cabo Verde"
"2046","GTM","Guatemala","Huehuetenango","America","Huehuetenango, Guatemala"
"2824","LBN","Lebanon","North","Asia","North, Lebanon"
"3097","TKM","Turkmenistan","Ahal","Asia","Ahal, Turkmenistan"
"3372","HRV","Croatia","Slavonski Brod","Europe","Slavonski Brod, Croatia"
"3732","PRT","Portugal","Setúbal","Europe","Setúbal, Portugal"
"3098","TKM","Turkmenistan","Balkan","Asia","Balkan, Turkmenistan"
"3658","MNE","Montenegro","Tivat","Europe","Tivat, Montenegro"
"3672","NLD","Netherlands (Kingdom of the)","Zuid-Holland","Europe","Zuid-Holland, Netherlands (Kingdom of the)"
"3711","POL","Poland","Świętokrzyskie","Europe","Świętokrzyskie, Poland"
"1952","CRI","Costa Rica","San José","America","San José, Costa Rica"
"2558","CHN","China","Tibet Autonomous Region","Asia","Tibet Autonomous Region, China"
"1591","SOM","Somalia","Banadir","Africa","Banadir, Somalia"
"1126","BDI","Burundi","Muyinga","Africa","Muyinga, Burundi"
"2918","PHL","Philippines","Region Ii (Cagayan Valley)","Asia","Region Ii (Cagayan Valley), Philippines"
"1048","DZA","Algeria","Tlemcen","Africa","Tlemcen, Algeria"
"3354","BGR","Bulgaria","Targovishte","Europe","Targovishte, Bulgaria"
"2904","OMN","Oman","Muscat","Asia","Muscat, Oman"
"2679","IRN","Iran (Islamic Republic Of)","Yazd","Asia","Yazd, Iran (Islamic Republic Of)"
"1200","CIV","Côte D'Ivoire","Comoé","Africa","Comoé, Côte D'Ivoire"
"2070","GUY","Guyana","Upper Takutu-Upper Essequibo","America","Upper Takutu-Upper Essequibo, Guyana"
"1788","BHS","Bahamas","Inagua","America","Inagua, Bahamas"
"3309","AND","Andorra","Sant Julia De Loria","Europe","Sant Julia De Loria, Andorra"
"2872","MNG","Mongolia","Khentii","Asia","Khentii, Mongolia"
"3736","PRT","Portugal","Évora","Europe","Évora, Portugal"
"3868","SVN","Slovenia","Gorenjska","Europe","Gorenjska, Slovenia"
"2164","NIC","Nicaragua","Nueva Segovia","America","Nueva Segovia, Nicaragua"
"2997","SYR","Syrian Arab Republic","Lattakia","Asia","Lattakia, Syrian Arab Republic"
"3752","MDA","Republic of Moldova","Edinet","Europe","Edinet, Republic of Moldova"
"1963","CUB","Cuba","Matanzas","America","Matanzas, Cuba"
"3592","JEY","Jersey","Brelade","Europe","Brelade, Jersey"
"1681","TZA","United Republic of Tanzania","Dodoma","Africa","Dodoma, United Republic of Tanzania"
"2821","LBN","Lebanon","Bekaa","Asia","Bekaa, Lebanon"
"1835","BOL","Bolivia (Plurinational State of)","Oruro","America","Oruro, Bolivia (Plurinational State of)"
"3136","TUR","Türkiye","Giresun","Asia","Giresun, Türkiye"
"1783","BHS","Bahamas","East Grand Bahama","America","East Grand Bahama, Bahamas"
"2882","MNG","Mongolia","Ömnögovi","Asia","Ömnögovi, Mongolia"
"1579","SEN","Senegal","Ziguinchor","Africa","Ziguinchor, Senegal"
"2908","PAK","Pakistan","Punjab","Asia","Punjab, Pakistan"
"2731","JPN","Japan","Nagano","Asia","Nagano, Japan"
"2683","IRQ","Iraq","Al-Muthanna","Asia","Al-Muthanna, Iraq"
"2773","KAZ","Kazakhstan","Jambyl Region","Asia","Jambyl Region, Kazakhstan"
"3275","YEM","Yemen","Al Mahwit","Asia","Al Mahwit, Yemen"
"2474","BGD","Bangladesh","Dhaka","Asia","Dhaka, Bangladesh"
"3052","THA","Thailand","Phra Nakhon Si Ayutthaya","Asia","Phra Nakhon Si Ayutthaya, Thailand"
"3579","ITA","Italy","Liguria","Europe","Liguria, Italy"
"1877","CAN","Canada","Alberta","America","Alberta, Canada"
"3884","ESP","Spain","Castilla y León","Europe","Castilla y León, Spain"
"2106","JAM","Jamaica","Saint Catherine","America","Saint Catherine, Jamaica"
"1638","SDN","Sudan","River Nile","Africa","River Nile, Sudan"
"2813","LAO","Lao People's Democratic Republic","Vientiane Capital","Asia","Vientiane Capital, Lao People's Democratic Republic"
"3012","THA","Thailand","Chachoengsao","Asia","Chachoengsao, Thailand"
"2143","MEX","Mexico","Tabasco","America","Tabasco, Mexico"
"3781","ROU","Romania","Braila","Europe","Braila, Romania"
"2250","LCA","Saint Lucia","Castries","America","Castries, Saint Lucia"
"1516","NER","Niger","Zinder","Africa","Zinder, Niger"
"3074","THA","Thailand","Surin","Asia","Surin, Thailand"
"2019","SLV","El Salvador","La Unión","America","La Unión, El Salvador"
"3318","AUT","Austria","Wien","Europe","Wien, Austria"
"1293","ETH","Ethiopia","Dire Dawa","Africa","Dire Dawa, Ethiopia"
"1431","MDG","Madagascar","Mahajanga","Africa","Mahajanga, Madagascar"
"2819","LBN","Lebanon","Baalbek-El Hermel","Asia","Baalbek-El Hermel, Lebanon"
"1939","COL","Colombia","San Andres Y Providencia","America","San Andres Y Providencia, Colombia"
"1381","KEN","Kenya","Murang'A","Africa","Murang'A, Kenya"
"1826","BMU","Bermuda","Saint George'S","America","Saint George'S, Bermuda"
"1278","GNQ","Equatorial Guinea","Wele-Nzas","Africa","Wele-Nzas, Equatorial Guinea"
"1347","GNB","Guinea-Bissau","Sector Autonomo De Bissau","Africa","Sector Autonomo De Bissau, Guinea-Bissau"
"4066","SLB","Solomon Islands","Central","Oceania","Central, Solomon Islands"
"3643","MNE","Montenegro","Bijelo Polje","Europe","Bijelo Polje, Montenegro"
"3081","THA","Thailand","Uttaradit","Asia","Uttaradit, Thailand"
"1568","SEN","Senegal","Kaffrine","Africa","Kaffrine, Senegal"
"2489","BTN","Bhutan","Punakha","Asia","Punakha, Bhutan"
"1451","MRT","Mauritania","Guidimakha","Africa","Guidimakha, Mauritania"
"1508","NAM","Namibia","Zambezi","Africa","Zambezi, Namibia"
"2802","LAO","Lao People's Democratic Republic","Bolikhamxai","Asia","Bolikhamxai, Lao People's Democratic Republic"
"3003","TJK","Tajikistan","Dushanbe","Asia","Dushanbe, Tajikistan"
"2409","AFG","Afghanistan","Hirat","Asia","Hirat, Afghanistan"
"3093","TLS","Timor-Leste","Manatuto","Asia","Manatuto, Timor-Leste"
"3353","BGR","Bulgaria","Stara Zagora","Europe","Stara Zagora, Bulgaria"
"3719","PRT","Portugal","Guarda","Europe","Guarda, Portugal"
"3521","ISL","Iceland","Vesturland","Europe","Vesturland, Iceland"
"2335","USA","United States of America","North Carolina","America","North Carolina, United States of America"
"2848","MDV","Maldives","Gaafu Dhaalu","Asia","Gaafu Dhaalu, Maldives"
"3923","CHE","Switzerland","Appenzell Innerrhoden","Europe","Appenzell Innerrhoden, Switzerland"
"2538","CHN","China","Guizhou Province","Asia","Guizhou Province, China"
"1605","SOM","Somalia","Togdheer","Africa","Togdheer, Somalia"
"1902","CHL","Chile","Región De La Araucanía","America","Región De La Araucanía, Chile"
"4023","NZL","New Zealand","Taranaki Region","Oceania","Taranaki Region, New Zealand"
"3861","SVK","Slovakia","Bratislavský kraj","Europe","Bratislavský kraj, Slovakia"
"3142","TUR","Türkiye","Istanbul","Asia","Istanbul, Türkiye"
"3819","RUS","Russian Federation","Northwestern Federal District","Europe","Northwestern Federal District, Russian Federation"
"3731","PRT","Portugal","Santarém","Europe","Santarém, Portugal"
"2805","LAO","Lao People's Democratic Republic","Khammouan","Asia","Khammouan, Lao People's Democratic Republic"
"2256","LCA","Saint Lucia","Soufriere","America","Soufriere, Saint Lucia"
"3691","NOR","Norway","Troms - Romsa - Tromssa","Europe","Troms - Romsa - Tromssa, Norway"
"2394","VEN","Venezuela (Bolivarian Republic Of)","Tachira","America","Tachira, Venezuela (Bolivarian Republic Of)"
"2903","OMN","Oman","Musandam","Asia","Musandam, Oman"
"2077","HTI","Haiti","Nord-Ouest","America","Nord-Ouest, Haiti"
"3121","TUR","Türkiye","Bolu","Asia","Bolu, Türkiye"
"4013","NZL","New Zealand","Bay of Plenty Region","Oceania","Bay of Plenty Region, New Zealand"
"1221","COD","Democratic Republic of the Congo","Kongo Central","Africa","Kongo Central, Democratic Republic of the Congo"
"2700","ISR","Israel","Haifa","Asia","Haifa, Israel"
"3351","BGR","Bulgaria","Sofia","Europe","Sofia, Bulgaria"
"4053","PNG","Papua New Guinea","Western Province","Oceania","Western Province, Papua New Guinea"
"3398","CZE","Czechia","Středočeský","Europe","Středočeský, Czechia"
"3834","SRB","Serbia","Mačvanski","Europe","Mačvanski, Serbia"
"3156","TUR","Türkiye","Kutahya","Asia","Kutahya, Türkiye"
"1734","AIA","Anguilla","North Side","America","North Side, Anguilla"
"1542","NGA","Nigeria","Nassarawa","Africa","Nassarawa, Nigeria"
"1070","xFR","Bassas Da India","Administrative Unit Not Available","Africa","Bassas Da India"
"1938","COL","Colombia","Risaralda","America","Risaralda, Colombia"
"2712","JPN","Japan","Fukuoka","Asia","Fukuoka, Japan"
"1008","DZA","Algeria","Bejaia","Africa","Bejaia, Algeria"
"2597","IND","India","Lakshadweep","Asia","Lakshadweep, India"
"1135","CPV","Cabo Verde","Fogo","Africa","Fogo, Cabo Verde"
"2470","BHR","Bahrain","Sitra","Asia","Sitra, Bahrain"
"1195","COG","Congo","Point-Noire","Africa","Point-Noire, Congo"
"3032","THA","Thailand","Nakhon Nayok","Asia","Nakhon Nayok, Thailand"
"3124","TUR","Türkiye","Canakkale","Asia","Canakkale, Türkiye"
"1904","CHL","Chile","Región De Los Ríos","America","Región De Los Ríos, Chile"
"1023","DZA","Algeria","Jijel","Africa","Jijel, Algeria"
"1312","GAB","Gabon","Woleu-Ntem","Africa","Woleu-Ntem, Gabon"
"3605","LVA","Latvia","Latgale","Europe","Latgale, Latvia"
"1483","MAR","Morocco","Tanger-Tétouan-Al Hoceima","Africa","Tanger-Tétouan-Al Hoceima, Morocco"
"2914","PHL","Philippines","Cordillera Administrative Region (Car)","Asia","Cordillera Administrative Region (Car), Philippines"
"2477","BGD","Bangladesh","Rajshahi","Asia","Rajshahi, Bangladesh"
"1679","TZA","United Republic of Tanzania","Arusha","Africa","Arusha, United Republic of Tanzania"
"2033","GRD","Grenada","Saint George","America","Saint George, Grenada"
"1544","NGA","Nigeria","Ogun","Africa","Ogun, Nigeria"
"2656","IRN","Iran (Islamic Republic Of)","Golestan","Asia","Golestan, Iran (Islamic Republic Of)"
"3488","GGY","Guernsey","Saint Sampson","Europe","Saint Sampson, Guernsey"
"3795","ROU","Romania","Harghita","Europe","Harghita, Romania"
"3987","AUS","Australia","Victoria","Oceania","Victoria, Australia"
"1419","LBR","Liberia","Maryland","Africa","Maryland, Liberia"
"4049","PNG","Papua New Guinea","Southern Highlands Province","Oceania","Southern Highlands Province, Papua New Guinea"
"1448","MRT","Mauritania","Brakna","Africa","Brakna, Mauritania"
"3931","CHE","Switzerland","Jura","Europe","Jura, Switzerland"
"3839","SRB","Serbia","Pomoravski","Europe","Pomoravski, Serbia"
"2331","USA","United States of America","New Hampshire","America","New Hampshire, United States of America"
"1816","BLZ","Belize","Belize","America","Belize, Belize"
"1688","TZA","United Republic of Tanzania","Kigoma","Africa","Kigoma, United Republic of Tanzania"
"3402","xUK","Dekelia","Administrative Unit Not Available","Europe","Dekelia"
"3112","TUR","Türkiye","Artvin","Asia","Artvin, Türkiye"
"2767","KAZ","Kazakhstan","Aktobe Region","Asia","Aktobe Region, Kazakhstan"
"3200","UZB","Uzbekistan","Samarkand","Asia","Samarkand, Uzbekistan"
"1719","ZMB","Zambia","Southern","Africa","Southern, Zambia"
"2547","CHN","China","Jiangxi Province","Asia","Jiangxi Province, China"
"2457","AZE","Azerbaijan","Shaki-Zagatala Economic Region","Asia","Shaki-Zagatala Economic Region, Azerbaijan"
"3384","CYP","Cyprus","Larnaka","Europe","Larnaka, Cyprus"
"2068","GUY","Guyana","Potaro-Siparuni","America","Potaro-Siparuni, Guyana"
"1727","ZWE","Zimbabwe","Masvingo","Africa","Masvingo, Zimbabwe"
"3084","TLS","Timor-Leste","Aileu","Asia","Aileu, Timor-Leste"
"2554","CHN","China","Shanghai Municipality","Asia","Shanghai Municipality, China"
"3998","GUM","Guam","Administrative Unit Not Available","Oceania","Guam"
"1236","COD","Democratic Republic of the Congo","Tshuapa","Africa","Tshuapa, Democratic Republic of the Congo"
"3485","GGY","Guernsey","Saint Martin","Europe","Saint Martin, Guernsey"
"3090","TLS","Timor-Leste","Ermera","Asia","Ermera, Timor-Leste"
"3734","PRT","Portugal","Vila Real","Europe","Vila Real, Portugal"
"2322","USA","United States of America","Maryland","America","Maryland, United States of America"
"3249","VNM","Viet Nam","Phu Yen","Asia","Phu Yen, Viet Nam"
"3805","ROU","Romania","Prahova","Europe","Prahova, Romania"
"3119","TUR","Türkiye","Bingol","Asia","Bingol, Türkiye"
"3350","BGR","Bulgaria","Smolyan","Europe","Smolyan, Bulgaria"
"3855","SXM","Sint Maarten (Dutch part)","Low Lands","Europe","Low Lands, Sint Maarten (Dutch part)"
"1608","ZAF","South Africa","Free State","Africa","Free State, South Africa"
"3287","YEM","Yemen","Shabwah","Asia","Shabwah, Yemen"
"2816","LAO","Lao People's Democratic Republic","Xekong","Asia","Xekong, Lao People's Democratic Republic"
"3337","BGR","Bulgaria","Kardzhali","Europe","Kardzhali, Bulgaria"
"2704","ISR","Israel","Tel Aviv","Asia","Tel Aviv, Israel"
"3619","LIE","Liechtenstein","Vaduz","Europe","Vaduz, Liechtenstein"
"3146","TUR","Türkiye","Karaman","Asia","Karaman, Türkiye"
"1925","COL","Colombia","Cordoba","America","Cordoba, Colombia"
"3091","TLS","Timor-Leste","Lautém","Asia","Lautém, Timor-Leste"
"1249","EGY","Egypt","Beni Suef","Africa","Beni Suef, Egypt"
"4071","SLB","Solomon Islands","Makira-Ulawa","Oceania","Makira-Ulawa, Solomon Islands"
"2158","NIC","Nicaragua","Jinotega","America","Jinotega, Nicaragua"
"3964","UKR","Ukraine","Rivnenska","Europe","Rivnenska, Ukraine"
"2546","CHN","China","Jiangsu Province","Asia","Jiangsu Province, China"
"2709","JPN","Japan","Chiba","Asia","Chiba, Japan"
"3399","CZE","Czechia","Vysočina","Europe","Vysočina, Czechia"
"1846","BRA","Brazil","Amazonas","America","Amazonas, Brazil"
"3671","NLD","Netherlands (Kingdom of the)","Zeeland","Europe","Zeeland, Netherlands (Kingdom of the)"
"3308","AND","Andorra","Ordino","Europe","Ordino, Andorra"
"1440","MLI","Mali","Kidal","Africa","Kidal, Mali"
"2021","SLV","El Salvador","San Miguel","America","San Miguel, El Salvador"
"2787","KWT","Kuwait","Al Ahmadi","Asia","Al Ahmadi, Kuwait"
"1789","BHS","Bahamas","Long Island","America","Long Island, Bahamas"
"2403","AFG","Afghanistan","Daykundi","Asia","Daykundi, Afghanistan"
"1662","TUN","Tunisia","Mahdia","Africa","Mahdia, Tunisia"
"3460","DEU","Germany","Bremen","Europe","Bremen, Germany"
"3388","CZE","Czechia","Jihomoravský","Europe","Jihomoravský, Czechia"
"3429","FIN","Finland","Länsi- ja Sisä-Suomen aluehallintovirasto","Europe","Länsi- ja Sisä-Suomen aluehallintovirasto, Finland"
"1285","SWZ","Eswatini","Hhohho","Africa","Hhohho, Eswatini"
"1041","DZA","Algeria","Tamanrasset","Africa","Tamanrasset, Algeria"
"1701","TZA","United Republic of Tanzania","Pwani","Africa","Pwani, United Republic of Tanzania"
"3077","THA","Thailand","Trat","Asia","Trat, Thailand"
"1873","VGB","British Virgin Islands","Jost Van Dyke","America","Jost Van Dyke, British Virgin Islands"
"2290","TTO","Trinidad And Tobago","Siparia","America","Siparia, Trinidad And Tobago"
"1839","BOL","Bolivia (Plurinational State of)","Tarija","America","Tarija, Bolivia (Plurinational State of)"
"2998","SYR","Syrian Arab Republic","Quneitra","Asia","Quneitra, Syrian Arab Republic"
"1974","DMA","Dominica","St. Luke","America","St. Luke, Dominica"
"1330","GHA","Ghana","Western","Africa","Western, Ghana"
"3056","THA","Thailand","Prachuap Khiri Khan","Asia","Prachuap Khiri Khan, Thailand"
"3447","GEO","Georgia","Imereti","Europe","Imereti, Georgia"
"2381","VEN","Venezuela (Bolivarian Republic Of)","Delta Amacuro","America","Delta Amacuro, Venezuela (Bolivarian Republic Of)"
"1001","DZA","Algeria","Adrar","Africa","Adrar, Algeria"
"2105","JAM","Jamaica","Saint Ann","America","Saint Ann, Jamaica"
"3406","DNK","Denmark","Sjælland","Europe","Sjælland, Denmark"
"3617","LIE","Liechtenstein","Triesen","Europe","Triesen, Liechtenstein"
"3965","UKR","Ukraine","Sevastopilska","Europe","Sevastopilska, Ukraine"
"3346","BGR","Bulgaria","Ruse","Europe","Ruse, Bulgaria"
"2820","LBN","Lebanon","Beirut","Asia","Beirut, Lebanon"
"3841","SRB","Serbia","Rasinski","Europe","Rasinski, Serbia"
"1691","TZA","United Republic of Tanzania","Kusini Unguja","Africa","Kusini Unguja, United Republic of Tanzania"
"2621","IDN","Indonesia","Gorontalo","Asia","Gorontalo, Indonesia"
"1660","TUN","Tunisia","Kebili","Africa","Kebili, Tunisia"
"2213","PER","Peru","Lambayeque","America","Lambayeque, Peru"
"2307","USA","United States of America","Colorado","America","Colorado, United States of America"
"1857","BRA","Brazil","Paraíba","America","Paraíba, Brazil"
"1779","BHS","Bahamas","Central Andros","America","Central Andros, Bahamas"
"3845","SRB","Serbia","Srednje-Banatski","Europe","Srednje-Banatski, Serbia"
"4021","NZL","New Zealand","Otago Region","Oceania","Otago Region, New Zealand"
"1639","SDN","Sudan","Sennar","Africa","Sennar, Sudan"
"1055","AGO","Angola","Cuanza Sul","Africa","Cuanza Sul, Angola"
"2087","HND","Honduras","El Paraiso","America","El Paraiso, Honduras"
"1260","EGY","Egypt","Matrouh","Africa","Matrouh, Egypt"
"2182","PRY","Paraguay","Alto Paraguay","America","Alto Paraguay, Paraguay"
"3199","UZB","Uzbekistan","Republic Of Karakalpakstan","Asia","Republic Of Karakalpakstan, Uzbekistan"
"1554","RWA","Rwanda","Amajyaruguru","Africa","Amajyaruguru, Rwanda"
"3946","CHE","Switzerland","Zürich","Europe","Zürich, Switzerland"
"4059","WSM","Samoa","Gaga'emauga","Oceania","Gaga'emauga, Samoa"
"2297","TCA","Turks And Caicos Islands","Salt Cay","America","Salt Cay, Turks And Caicos Islands"
"2529","KHM","Cambodia","Under National Administration","Asia","Under National Administration, Cambodia"
"2071","HTI","Haiti","Artibonite","America","Artibonite, Haiti"
"1581","SYC","Seychelles","Mahe","Africa","Mahe, Seychelles"
"3588","ITA","Italy","Trentino-Alto Adige","Europe","Trentino-Alto Adige, Italy"
"2559","CHN","China","Xinjiang Uygur Autonomous Region","Asia","Xinjiang Uygur Autonomous Region, China"
"3282","YEM","Yemen","Ma'Rib","Asia","Ma'Rib, Yemen"
"4043","PNG","Papua New Guinea","Manus Province","Oceania","Manus Province, Papua New Guinea"
"1189","COG","Congo","Cuvette-Ouest","Africa","Cuvette-Ouest, Congo"
"2275","SUR","Suriname","Saramacca","America","Saramacca, Suriname"
"1979","DOM","Dominican Republic","Cibao Nordeste","America","Cibao Nordeste, Dominican Republic"
"2670","IRN","Iran (Islamic Republic Of)","Qazvin","Asia","Qazvin, Iran (Islamic Republic Of)"
"3133","TUR","Türkiye","Erzurum","Asia","Erzurum, Türkiye"
"2370","URY","Uruguay","Soriano","America","Soriano, Uruguay"
"1229","COD","Democratic Republic of the Congo","Nord-Kivu","Africa","Nord-Kivu, Democratic Republic of the Congo"
"2602","IND","India","Mizoram","Asia","Mizoram, India"
"1057","AGO","Angola","Huambo","Africa","Huambo, Angola"
"1453","MRT","Mauritania","Hodh El Gharbi","Africa","Hodh El Gharbi, Mauritania"
"1595","SOM","Somalia","Gedo","Africa","Gedo, Somalia"
"3523","IRL","Ireland","Cavan","Europe","Cavan, Ireland"
"3689","NOR","Norway","Rogaland","Europe","Rogaland, Norway"
"1140","CPV","Cabo Verde","Sao Nicolau","Africa","Sao Nicolau, Cabo Verde"
"3055","THA","Thailand","Prachin Buri","Asia","Prachin Buri, Thailand"
"2494","BTN","Bhutan","Trashigang","Asia","Trashigang, Bhutan"
"2954","SAU","Saudi Arabia","Al Jawf","Asia","Al Jawf, Saudi Arabia"
"1594","SOM","Somalia","Galgaduud","Africa","Galgaduud, Somalia"
"1004","DZA","Algeria","Alger","Africa","Alger, Algeria"
"1148","CMR","Cameroon","Nord-Ouest","Africa","Nord-Ouest, Cameroon"
"1014","DZA","Algeria","Chlef","Africa","Chlef, Algeria"
"3369","HRV","Croatia","Požega","Europe","Požega, Croatia"
"1044","DZA","Algeria","Tindouf","Africa","Tindouf, Algeria"
"3800","ROU","Romania","Maramures","Europe","Maramures, Romania"
"1752","ARG","Argentina","Ciudad De Buenos Aires","America","Ciudad De Buenos Aires, Argentina"
"3096","TLS","Timor-Leste","Viqueque","Asia","Viqueque, Timor-Leste"
"1726","ZWE","Zimbabwe","Mashonaland West","Africa","Mashonaland West, Zimbabwe"
"1160","TCD","Chad","Batha","Africa","Batha, Chad"
"3329","BIH","Bosnia and Herzegovina","Brcko District","Europe","Brcko District, Bosnia and Herzegovina"
"4103","VUT","Vanuatu","Shefa - Rural","Oceania","Shefa - Rural, Vanuatu"
"2072","HTI","Haiti","Centre","America","Centre, Haiti"
"1714","ZMB","Zambia","Luapula","Africa","Luapula, Zambia"
"1607","ZAF","South Africa","Eastern Cape","Africa","Eastern Cape, South Africa"
"1994","ECU","Ecuador","Cotopaxi","America","Cotopaxi, Ecuador"
"3724","PRT","Portugal","Ilha de São Jorge","Europe","Ilha de São Jorge, Portugal"
"2411","AFG","Afghanistan","Kabul","Asia","Kabul, Afghanistan"
"2922","PHL","Philippines","Region V (Bicol Region)","Asia","Region V (Bicol Region), Philippines"
"1444","MLI","Mali","Ségou","Africa","Ségou, Mali"
"2804","LAO","Lao People's Democratic Republic","Houaphan","Asia","Houaphan, Lao People's Democratic Republic"
"4042","PNG","Papua New Guinea","Madang Province","Oceania","Madang Province, Papua New Guinea"
"1583","SYC","Seychelles","Praslin","Africa","Praslin, Seychelles"
"1576","SEN","Senegal","Sédhiou","Africa","Sédhiou, Senegal"
"1243","DJI","Djibouti","Tadjoura","Africa","Tadjoura, Djibouti"
"3266","VNM","Viet Nam","Vinh Phuc","Asia","Vinh Phuc, Viet Nam"
"2363","URY","Uruguay","Montevideo","America","Montevideo, Uruguay"
"1021","DZA","Algeria","Guelma","Africa","Guelma, Algeria"
"2969","SGP","Singapore","Bukit Timah","Asia","Bukit Timah, Singapore"
"2569","PRK","Democratic People's Republic of Korea","North Pyongan","Asia","North Pyongan, Democratic People's Republic of Korea"
"1596","SOM","Somalia","Hiraan","Africa","Hiraan, Somalia"
"3543","IRL","Ireland","Tipperary","Europe","Tipperary, Ireland"
"1977","DMA","Dominica","St. Paul","America","St. Paul, Dominica"
"2777","KAZ","Kazakhstan","Kyzylorda Region","Asia","Kyzylorda Region, Kazakhstan"
"3859","SXM","Sint Maarten (Dutch part)","Upper Prince's Quarter","Europe","Upper Prince's Quarter, Sint Maarten (Dutch part)"
