gaul2_code,map_code,gaul0_name,gaul1_name,gaul2_name,continent,disp_en
122969,USA,United States of America,Washington,Island,America,"Island, Washington, United States of America"
122970,USA,United States of America,Washington,Jefferson,America,"Jefferson, Washington, United States of America"
122971,USA,United States of America,Washington,King,America,"King, Washington, United States of America"
122972,USA,United States of America,Washington,Kitsap,America,"Kitsap, Washington, United States of America"
122973,USA,United States of America,Washington,Kittitas,America,"Kittitas, Washington, United States of America"
122974,USA,United States of America,Washington,Klickitat,America,"Klickitat, Washington, United States of America"
122975,USA,United States of America,Washington,Lewis,America,"Lewis, Washington, United States of America"
122976,USA,United States of America,Washington,Lincoln,America,"Lincoln, Washington, United States of America"
122977,USA,United States of America,Washington,Mason,America,"Mason, Washington, United States of America"
122978,USA,United States of America,Washington,Okanogan,America,"Okanogan, Washington, United States of America"
122979,USA,United States of America,Washington,Pacific,America,"Pacific, Washington, United States of America"
122980,USA,United States of America,Washington,Pend Oreille,America,"Pend Oreille, Washington, United States of America"
122981,USA,United States of America,Washington,Pierce,America,"Pierce, Washington, United States of America"
122982,USA,United States of America,Washington,San Juan,America,"San Juan, Washington, United States of America"
122983,USA,United States of America,Washington,Skagit,America,"Skagit, Washington, United States of America"
122984,USA,United States of America,Washington,Skamania,America,"Skamania, Washington, United States of America"
122985,USA,United States of America,Washington,Snohomish,America,"Snohomish, Washington, United States of America"
122986,USA,United States of America,Washington,Spokane,America,"Spokane, Washington, United States of America"
119981,VIR,United States Virgin Islands,St. Croix,Christiansted,America,"Christiansted, St. Croix, United States Virgin Islands"
119982,VIR,United States Virgin Islands,St. Croix,East End,America,"East End, St. Croix, United States Virgin Islands"
123180,URY,Uruguay,Cerro Largo,N.A66,America,"N.A66, Cerro Largo, Uruguay"
119983,VIR,United States Virgin Islands,St. Croix,Frederiksted,America,"Frederiksted, St. Croix, United States Virgin Islands"
119984,VIR,United States Virgin Islands,St. Croix,Northcentral,America,"Northcentral, St. Croix, United States Virgin Islands"
119985,VIR,United States Virgin Islands,St. Croix,Northwest,America,"Northwest, St. Croix, United States Virgin Islands"
119986,VIR,United States Virgin Islands,St. Croix,Sion Farm,America,"Sion Farm, St. Croix, United States Virgin Islands"
119987,VIR,United States Virgin Islands,St. Croix,Southcentral,America,"Southcentral, St. Croix, United States Virgin Islands"
119988,VIR,United States Virgin Islands,St. Croix,Southwest,America,"Southwest, St. Croix, United States Virgin Islands"
123145,URY,Uruguay,Artigas,N.A3,America,"N.A3, Artigas, Uruguay"
123147,URY,Uruguay,Artigas,N.A5,America,"N.A5, Artigas, Uruguay"
123148,URY,Uruguay,Artigas,N.A6,America,"N.A6, Artigas, Uruguay"
123146,URY,Uruguay,Artigas,N.A4,America,"N.A4, Artigas, Uruguay"
123149,URY,Uruguay,Artigas,N.A7,America,"N.A7, Artigas, Uruguay"
123153,URY,Uruguay,Canelones,N.A165,America,"N.A165, Canelones, Uruguay"
123154,URY,Uruguay,Canelones,N.A171,America,"N.A171, Canelones, Uruguay"
123150,URY,Uruguay,Artigas,N.A8,America,"N.A8, Artigas, Uruguay"
123151,URY,Uruguay,Artigas,N.A9,America,"N.A9, Artigas, Uruguay"
123152,URY,Uruguay,Canelones,N.A162,America,"N.A162, Canelones, Uruguay"
123163,URY,Uruguay,Canelones,N.A342,America,"N.A342, Canelones, Uruguay"
123164,URY,Uruguay,Canelones,N.A343,America,"N.A343, Canelones, Uruguay"
123168,URY,Uruguay,Canelones,N.A348,America,"N.A348, Canelones, Uruguay"
127165,JPN,Japan,Aomori,Noheji-Machi,Asia,"Noheji-Machi, Aomori, Japan"
123169,URY,Uruguay,Canelones,N.A349,America,"N.A349, Canelones, Uruguay"
123170,URY,Uruguay,Cerro Largo,N.A34,America,"N.A34, Cerro Largo, Uruguay"
123181,URY,Uruguay,Cerro Largo,N.A67,America,"N.A67, Cerro Largo, Uruguay"
123171,URY,Uruguay,Cerro Largo,N.A46,America,"N.A46, Cerro Largo, Uruguay"
123182,URY,Uruguay,Colonia,N.A139,America,"N.A139, Colonia, Uruguay"
123172,URY,Uruguay,Cerro Largo,N.A47,America,"N.A47, Cerro Largo, Uruguay"
123173,URY,Uruguay,Cerro Largo,N.A52,America,"N.A52, Cerro Largo, Uruguay"
123174,URY,Uruguay,Cerro Largo,N.A54,America,"N.A54, Cerro Largo, Uruguay"
123175,URY,Uruguay,Cerro Largo,N.A55,America,"N.A55, Cerro Largo, Uruguay"
123176,URY,Uruguay,Cerro Largo,N.A57,America,"N.A57, Cerro Largo, Uruguay"
123177,URY,Uruguay,Cerro Largo,N.A61,America,"N.A61, Cerro Largo, Uruguay"
123178,URY,Uruguay,Cerro Largo,N.A62,America,"N.A62, Cerro Largo, Uruguay"
123179,URY,Uruguay,Cerro Largo,N.A65,America,"N.A65, Cerro Largo, Uruguay"
123184,URY,Uruguay,Colonia,N.A146,America,"N.A146, Colonia, Uruguay"
123185,URY,Uruguay,Colonia,N.A152,America,"N.A152, Colonia, Uruguay"
123186,URY,Uruguay,Colonia,N.A197,America,"N.A197, Colonia, Uruguay"
123187,URY,Uruguay,Colonia,N.A310,America,"N.A310, Colonia, Uruguay"
123188,URY,Uruguay,Colonia,N.A314,America,"N.A314, Colonia, Uruguay"
123203,URY,Uruguay,Durazno,N.A85,America,"N.A85, Durazno, Uruguay"
123189,URY,Uruguay,Colonia,N.A315,America,"N.A315, Colonia, Uruguay"
123190,URY,Uruguay,Colonia,N.A356,America,"N.A356, Colonia, Uruguay"
123193,URY,Uruguay,Colonia,N.A528,America,"N.A528, Colonia, Uruguay"
123191,URY,Uruguay,Colonia,N.A382,America,"N.A382, Colonia, Uruguay"
123197,URY,Uruguay,Durazno,N.A63,America,"N.A63, Durazno, Uruguay"
123192,URY,Uruguay,Colonia,N.A461,America,"N.A461, Colonia, Uruguay"
123202,URY,Uruguay,Durazno,N.A81,America,"N.A81, Durazno, Uruguay"
123194,URY,Uruguay,Colonia,N.A531,America,"N.A531, Colonia, Uruguay"
123195,URY,Uruguay,Colonia,N.A540,America,"N.A540, Colonia, Uruguay"
123196,URY,Uruguay,Durazno,N.A114,America,"N.A114, Durazno, Uruguay"
123198,URY,Uruguay,Durazno,N.A71,America,"N.A71, Durazno, Uruguay"
123199,URY,Uruguay,Durazno,N.A72,America,"N.A72, Durazno, Uruguay"
123200,URY,Uruguay,Durazno,N.A79,America,"N.A79, Durazno, Uruguay"
123201,URY,Uruguay,Durazno,N.A80,America,"N.A80, Durazno, Uruguay"
127166,JPN,Japan,Aomori,Oirase-Cho,Asia,"Oirase-Cho, Aomori, Japan"
123204,URY,Uruguay,Durazno,N.A89,America,"N.A89, Durazno, Uruguay"
123205,URY,Uruguay,Durazno,N.A92,America,"N.A92, Durazno, Uruguay"
123206,URY,Uruguay,Durazno,N.A93,America,"N.A93, Durazno, Uruguay"
123207,URY,Uruguay,Durazno,N.A95,America,"N.A95, Durazno, Uruguay"
127167,JPN,Japan,Aomori,Oma-Machi,Asia,"Oma-Machi, Aomori, Japan"
123208,URY,Uruguay,Durazno,N.A97,America,"N.A97, Durazno, Uruguay"
123209,URY,Uruguay,Flores,N.A100,America,"N.A100, Flores, Uruguay"
123219,URY,Uruguay,Florida,N.A119,America,"N.A119, Florida, Uruguay"
123210,URY,Uruguay,Flores,N.A102,America,"N.A102, Flores, Uruguay"
123211,URY,Uruguay,Flores,N.A106,America,"N.A106, Flores, Uruguay"
123212,URY,Uruguay,Flores,N.A118,America,"N.A118, Flores, Uruguay"
123213,URY,Uruguay,Flores,N.A124,America,"N.A124, Flores, Uruguay"
123214,URY,Uruguay,Flores,N.A130,America,"N.A130, Flores, Uruguay"
123215,URY,Uruguay,Florida,N.A101,America,"N.A101, Florida, Uruguay"
123216,URY,Uruguay,Florida,N.A113,America,"N.A113, Florida, Uruguay"
123224,URY,Uruguay,Florida,N.A141,America,"N.A141, Florida, Uruguay"
123217,URY,Uruguay,Florida,N.A116,America,"N.A116, Florida, Uruguay"
123218,URY,Uruguay,Florida,N.A117,America,"N.A117, Florida, Uruguay"
123225,URY,Uruguay,Florida,N.A147,America,"N.A147, Florida, Uruguay"
123220,URY,Uruguay,Florida,N.A131,America,"N.A131, Florida, Uruguay"
123221,URY,Uruguay,Florida,N.A132,America,"N.A132, Florida, Uruguay"
123222,URY,Uruguay,Florida,N.A135,America,"N.A135, Florida, Uruguay"
123223,URY,Uruguay,Florida,N.A140,America,"N.A140, Florida, Uruguay"
123226,URY,Uruguay,Florida,N.A149,America,"N.A149, Florida, Uruguay"
123227,URY,Uruguay,Florida,N.A169,America,"N.A169, Florida, Uruguay"
123228,URY,Uruguay,Lavalleja,N.A109,America,"N.A109, Lavalleja, Uruguay"
123229,URY,Uruguay,Lavalleja,N.A110,America,"N.A110, Lavalleja, Uruguay"
123230,URY,Uruguay,Lavalleja,N.A115,America,"N.A115, Lavalleja, Uruguay"
123231,URY,Uruguay,Lavalleja,N.A121,America,"N.A121, Lavalleja, Uruguay"
123232,URY,Uruguay,Lavalleja,N.A133,America,"N.A133, Lavalleja, Uruguay"
123233,URY,Uruguay,Lavalleja,N.A137,America,"N.A137, Lavalleja, Uruguay"
123234,URY,Uruguay,Lavalleja,N.A138,America,"N.A138, Lavalleja, Uruguay"
127180,JPN,Japan,Aomori,Tsuruta-Machi,Asia,"Tsuruta-Machi, Aomori, Japan"
123235,URY,Uruguay,Lavalleja,N.A144,America,"N.A144, Lavalleja, Uruguay"
123236,URY,Uruguay,Lavalleja,N.A156,America,"N.A156, Lavalleja, Uruguay"
123237,URY,Uruguay,Lavalleja,N.A157,America,"N.A157, Lavalleja, Uruguay"
123238,URY,Uruguay,Lavalleja,N.A161,America,"N.A161, Lavalleja, Uruguay"
123239,URY,Uruguay,Lavalleja,N.A166,America,"N.A166, Lavalleja, Uruguay"
123246,URY,Uruguay,Maldonado,N.A341,America,"N.A341, Maldonado, Uruguay"
123240,URY,Uruguay,Lavalleja,N.A179,America,"N.A179, Lavalleja, Uruguay"
123241,URY,Uruguay,Maldonado,N.A307,America,"N.A307, Maldonado, Uruguay"
123242,URY,Uruguay,Maldonado,N.A321,America,"N.A321, Maldonado, Uruguay"
123243,URY,Uruguay,Maldonado,N.A332,America,"N.A332, Maldonado, Uruguay"
123244,URY,Uruguay,Maldonado,N.A337,America,"N.A337, Maldonado, Uruguay"
123247,URY,Uruguay,Maldonado,N.A345,America,"N.A345, Maldonado, Uruguay"
123248,URY,Uruguay,Maldonado,N.A351,America,"N.A351, Maldonado, Uruguay"
123249,URY,Uruguay,Maldonado,N.A523,America,"N.A523, Maldonado, Uruguay"
123250,URY,Uruguay,Montevideo,N.A354,America,"N.A354, Montevideo, Uruguay"
123245,URY,Uruguay,Maldonado,N.A339,America,"N.A339, Maldonado, Uruguay"
123251,URY,Uruguay,Paysandú,N.A26,America,"N.A26, Paysandú, Uruguay"
123262,URY,Uruguay,Paysandú,N.A56,America,"N.A56, Paysandú, Uruguay"
123252,URY,Uruguay,Paysandú,N.A31,America,"N.A31, Paysandú, Uruguay"
123448,VEN,Venezuela (Bolivarian Republic Of),Delta Amacuro,Casacoima,America,"Casacoima, Delta Amacuro, Venezuela (Bolivarian Republic Of)"
123253,URY,Uruguay,Paysandú,N.A35,America,"N.A35, Paysandú, Uruguay"
123281,URY,Uruguay,Río Negro,N.A58,America,"N.A58, Río Negro, Uruguay"
123254,URY,Uruguay,Paysandú,N.A37,America,"N.A37, Paysandú, Uruguay"
123284,URY,Uruguay,Río Negro,N.A64,America,"N.A64, Río Negro, Uruguay"
123255,URY,Uruguay,Paysandú,N.A39,America,"N.A39, Paysandú, Uruguay"
123285,URY,Uruguay,Río Negro,N.A69,America,"N.A69, Río Negro, Uruguay"
123256,URY,Uruguay,Paysandú,N.A40,America,"N.A40, Paysandú, Uruguay"
123261,URY,Uruguay,Paysandú,N.A50,America,"N.A50, Paysandú, Uruguay"
123257,URY,Uruguay,Paysandú,N.A41,America,"N.A41, Paysandú, Uruguay"
123258,URY,Uruguay,Paysandú,N.A45,America,"N.A45, Paysandú, Uruguay"
123292,URY,Uruguay,Río Negro,N.A99,America,"N.A99, Río Negro, Uruguay"
123259,URY,Uruguay,Paysandú,N.A48,America,"N.A48, Paysandú, Uruguay"
123260,URY,Uruguay,Paysandú,N.A49,America,"N.A49, Paysandú, Uruguay"
123282,URY,Uruguay,Río Negro,N.A59,America,"N.A59, Río Negro, Uruguay"
123283,URY,Uruguay,Río Negro,N.A60,America,"N.A60, Río Negro, Uruguay"
123286,URY,Uruguay,Río Negro,N.A70,America,"N.A70, Río Negro, Uruguay"
123287,URY,Uruguay,Río Negro,N.A73,America,"N.A73, Río Negro, Uruguay"
123288,URY,Uruguay,Río Negro,N.A74,America,"N.A74, Río Negro, Uruguay"
123289,URY,Uruguay,Río Negro,N.A75,America,"N.A75, Río Negro, Uruguay"
124818,CHN,China,Guangxi Zhuang Autonomous Region,Laibin,Asia,"Laibin, Guangxi Zhuang Autonomous Region, China"
123290,URY,Uruguay,Río Negro,N.A76,America,"N.A76, Río Negro, Uruguay"
123291,URY,Uruguay,Río Negro,N.A84,America,"N.A84, Río Negro, Uruguay"
123263,URY,Uruguay,Rivera,N.A12,America,"N.A12, Rivera, Uruguay"
123272,URY,Uruguay,Rocha,N.A128,America,"N.A128, Rocha, Uruguay"
123264,URY,Uruguay,Rivera,N.A15,America,"N.A15, Rivera, Uruguay"
123265,URY,Uruguay,Rivera,N.A16,America,"N.A16, Rivera, Uruguay"
123275,URY,Uruguay,Rocha,N.A294,America,"N.A294, Rocha, Uruguay"
123266,URY,Uruguay,Rivera,N.A17,America,"N.A17, Rivera, Uruguay"
123276,URY,Uruguay,Rocha,N.A308,America,"N.A308, Rocha, Uruguay"
123267,URY,Uruguay,Rivera,N.A23,America,"N.A23, Rivera, Uruguay"
123268,URY,Uruguay,Rivera,N.A25,America,"N.A25, Rivera, Uruguay"
123269,URY,Uruguay,Rivera,N.A28,America,"N.A28, Rivera, Uruguay"
123271,URY,Uruguay,Rocha,N.A103,America,"N.A103, Rocha, Uruguay"
123277,URY,Uruguay,Rocha,N.A317,America,"N.A317, Rocha, Uruguay"
123273,URY,Uruguay,Rocha,N.A289,America,"N.A289, Rocha, Uruguay"
123274,URY,Uruguay,Rocha,N.A291,America,"N.A291, Rocha, Uruguay"
123484,VEN,Venezuela (Bolivarian Republic Of),Federal Dependencies,Islas Los Hermanos,America,"Islas Los Hermanos, Federal Dependencies, Venezuela (Bolivarian Republic Of)"
123278,URY,Uruguay,Rocha,N.A320,America,"N.A320, Rocha, Uruguay"
123279,URY,Uruguay,Rocha,N.A328,America,"N.A328, Rocha, Uruguay"
123280,URY,Uruguay,Rocha,N.A521,America,"N.A521, Rocha, Uruguay"
123293,URY,Uruguay,Salto,N.A11,America,"N.A11, Salto, Uruguay"
123294,URY,Uruguay,Salto,N.A13,America,"N.A13, Salto, Uruguay"
123320,URY,Uruguay,Soriano,N.A136,America,"N.A136, Soriano, Uruguay"
123295,URY,Uruguay,Salto,N.A14,America,"N.A14, Salto, Uruguay"
123296,URY,Uruguay,Salto,N.A150,America,"N.A150, Salto, Uruguay"
123297,URY,Uruguay,Salto,N.A151,America,"N.A151, Salto, Uruguay"
123303,URY,Uruguay,San José,N.A142,America,"N.A142, San José, Uruguay"
123298,URY,Uruguay,Salto,N.A18,America,"N.A18, Salto, Uruguay"
123304,URY,Uruguay,San José,N.A153,America,"N.A153, San José, Uruguay"
123299,URY,Uruguay,Salto,N.A19,America,"N.A19, Salto, Uruguay"
123307,URY,Uruguay,San José,N.A167,America,"N.A167, San José, Uruguay"
127181,JPN,Japan,Aomori,Yokohama-Machi,Asia,"Yokohama-Machi, Aomori, Japan"
123300,URY,Uruguay,Salto,N.A21,America,"N.A21, Salto, Uruguay"
123321,URY,Uruguay,Soriano,N.A90,America,"N.A90, Soriano, Uruguay"
123301,URY,Uruguay,Salto,N.A250,America,"N.A250, Salto, Uruguay"
123311,URY,Uruguay,Soriano,N.A107,America,"N.A107, Soriano, Uruguay"
123302,URY,Uruguay,Salto,N.A27,America,"N.A27, Salto, Uruguay"
123312,URY,Uruguay,Soriano,N.A111,America,"N.A111, Soriano, Uruguay"
123305,URY,Uruguay,San José,N.A154,America,"N.A154, San José, Uruguay"
123306,URY,Uruguay,San José,N.A159,America,"N.A159, San José, Uruguay"
123308,URY,Uruguay,San José,N.A312,America,"N.A312, San José, Uruguay"
123309,URY,Uruguay,San José,N.A336,America,"N.A336, San José, Uruguay"
123310,URY,Uruguay,Soriano,N.A105,America,"N.A105, Soriano, Uruguay"
123314,URY,Uruguay,Soriano,N.A120,America,"N.A120, Soriano, Uruguay"
123315,URY,Uruguay,Soriano,N.A122,America,"N.A122, Soriano, Uruguay"
127182,JPN,Japan,Aomori,Yomogita-Mura,Asia,"Yomogita-Mura, Aomori, Japan"
123316,URY,Uruguay,Soriano,N.A123,America,"N.A123, Soriano, Uruguay"
123317,URY,Uruguay,Soriano,N.A125,America,"N.A125, Soriano, Uruguay"
123324,URY,Uruguay,Tacuarembó,N.A20,America,"N.A20, Tacuarembó, Uruguay"
123318,URY,Uruguay,Soriano,N.A126,America,"N.A126, Soriano, Uruguay"
123319,URY,Uruguay,Soriano,N.A129,America,"N.A129, Soriano, Uruguay"
127183,JPN,Japan,Chiba,Abiko City,Asia,"Abiko City, Chiba, Japan"
123322,URY,Uruguay,Soriano,N.A96,America,"N.A96, Soriano, Uruguay"
123323,URY,Uruguay,Soriano,N.A98,America,"N.A98, Soriano, Uruguay"
124860,CHN,China,Hebei Province,Xingtai,Asia,"Xingtai, Hebei Province, China"
123325,URY,Uruguay,Tacuarembó,N.A24,America,"N.A24, Tacuarembó, Uruguay"
123326,URY,Uruguay,Tacuarembó,N.A29,America,"N.A29, Tacuarembó, Uruguay"
123335,URY,Uruguay,Tacuarembó,N.A51,America,"N.A51, Tacuarembó, Uruguay"
123327,URY,Uruguay,Tacuarembó,N.A30,America,"N.A30, Tacuarembó, Uruguay"
123328,URY,Uruguay,Tacuarembó,N.A32,America,"N.A32, Tacuarembó, Uruguay"
123332,URY,Uruguay,Tacuarembó,N.A42,America,"N.A42, Tacuarembó, Uruguay"
123329,URY,Uruguay,Tacuarembó,N.A33,America,"N.A33, Tacuarembó, Uruguay"
123331,URY,Uruguay,Tacuarembó,N.A38,America,"N.A38, Tacuarembó, Uruguay"
123330,URY,Uruguay,Tacuarembó,N.A36,America,"N.A36, Tacuarembó, Uruguay"
123333,URY,Uruguay,Tacuarembó,N.A43,America,"N.A43, Tacuarembó, Uruguay"
123334,URY,Uruguay,Tacuarembó,N.A44,America,"N.A44, Tacuarembó, Uruguay"
124975,CHN,China,Liaoning Province,Fuxin,Asia,"Fuxin, Liaoning Province, China"
123336,URY,Uruguay,Tacuarembó,N.A53,America,"N.A53, Tacuarembó, Uruguay"
123337,URY,Uruguay,Tacuarembó,N.A68,America,"N.A68, Tacuarembó, Uruguay"
123343,URY,Uruguay,Treinta Y Tres,N.A83,America,"N.A83, Treinta Y Tres, Uruguay"
123338,URY,Uruguay,Treinta Y Tres,N.A1,America,"N.A1, Treinta Y Tres, Uruguay"
123360,VEN,Venezuela (Bolivarian Republic Of),Anzoategui,Francisco Del Carmen Carvajal,America,"Francisco Del Carmen Carvajal, Anzoategui, Venezuela (Bolivarian Republic Of)"
123361,VEN,Venezuela (Bolivarian Republic Of),Anzoategui,Guanta,America,"Guanta, Anzoategui, Venezuela (Bolivarian Republic Of)"
123339,URY,Uruguay,Treinta Y Tres,N.A104,America,"N.A104, Treinta Y Tres, Uruguay"
123340,URY,Uruguay,Treinta Y Tres,N.A108,America,"N.A108, Treinta Y Tres, Uruguay"
123362,VEN,Venezuela (Bolivarian Republic Of),Anzoategui,Independencia,America,"Independencia, Anzoategui, Venezuela (Bolivarian Republic Of)"
123363,VEN,Venezuela (Bolivarian Republic Of),Anzoategui,Jose Gregorio Monagas,America,"Jose Gregorio Monagas, Anzoategui, Venezuela (Bolivarian Republic Of)"
123364,VEN,Venezuela (Bolivarian Republic Of),Anzoategui,Juan Antonio Sotillo,America,"Juan Antonio Sotillo, Anzoategui, Venezuela (Bolivarian Republic Of)"
123365,VEN,Venezuela (Bolivarian Republic Of),Anzoategui,Juan Manuel Cajigal,America,"Juan Manuel Cajigal, Anzoategui, Venezuela (Bolivarian Republic Of)"
125055,CHN,China,Sichuan Province,Ziyang,Asia,"Ziyang, Sichuan Province, China"
123341,URY,Uruguay,Treinta Y Tres,N.A78,America,"N.A78, Treinta Y Tres, Uruguay"
123342,URY,Uruguay,Treinta Y Tres,N.A82,America,"N.A82, Treinta Y Tres, Uruguay"
123344,URY,Uruguay,Treinta Y Tres,N.A86,America,"N.A86, Treinta Y Tres, Uruguay"
123345,URY,Uruguay,Treinta Y Tres,N.A87,America,"N.A87, Treinta Y Tres, Uruguay"
123346,URY,Uruguay,Treinta Y Tres,N.A88,America,"N.A88, Treinta Y Tres, Uruguay"
123480,VEN,Venezuela (Bolivarian Republic Of),Federal Dependencies,Archipiélago los Testigos,America,"Archipiélago los Testigos, Federal Dependencies, Venezuela (Bolivarian Republic Of)"
123347,URY,Uruguay,Treinta Y Tres,N.A91,America,"N.A91, Treinta Y Tres, Uruguay"
123479,VEN,Venezuela (Bolivarian Republic Of),Federal Dependencies,Archipiélago de Los Frailes,America,"Archipiélago de Los Frailes, Federal Dependencies, Venezuela (Bolivarian Republic Of)"
123477,VEN,Venezuela (Bolivarian Republic Of),Federal Dependencies,Archipiélago Los Monjes,America,"Archipiélago Los Monjes, Federal Dependencies, Venezuela (Bolivarian Republic Of)"
123478,VEN,Venezuela (Bolivarian Republic Of),Federal Dependencies,Archipiélago Los Roques,America,"Archipiélago Los Roques, Federal Dependencies, Venezuela (Bolivarian Republic Of)"
123482,VEN,Venezuela (Bolivarian Republic Of),Federal Dependencies,Isla La Blanquilla,America,"Isla La Blanquilla, Federal Dependencies, Venezuela (Bolivarian Republic Of)"
123483,VEN,Venezuela (Bolivarian Republic Of),Federal Dependencies,Isla la Tortuga,America,"Isla la Tortuga, Federal Dependencies, Venezuela (Bolivarian Republic Of)"
127391,JPN,Japan,Fukushima,Ono-Machi,Asia,"Ono-Machi, Fukushima, Japan"
123485,VEN,Venezuela (Bolivarian Republic Of),Federal Dependencies,Isla de La Orchila,America,"Isla de La Orchila, Federal Dependencies , Venezuela (Bolivarian Republic Of)"
123486,VEN,Venezuela (Bolivarian Republic Of),Federal Dependencies,Archipiélago Las Aves,America,"Archipiélago Las Aves , Federal Dependencies , Venezuela (Bolivarian Republic Of)"
123348,VEN,Venezuela (Bolivarian Republic Of),Amazonas,Autonomo Alto Orinoco,America,"Autonomo Alto Orinoco, Amazonas, Venezuela (Bolivarian Republic Of)"
123349,VEN,Venezuela (Bolivarian Republic Of),Amazonas,Autonomo Atabapo,America,"Autonomo Atabapo, Amazonas, Venezuela (Bolivarian Republic Of)"
123350,VEN,Venezuela (Bolivarian Republic Of),Amazonas,Autonomo Atures,America,"Autonomo Atures, Amazonas, Venezuela (Bolivarian Republic Of)"
123369,VEN,Venezuela (Bolivarian Republic Of),Anzoategui,Piritu,America,"Piritu, Anzoategui, Venezuela (Bolivarian Republic Of)"
123351,VEN,Venezuela (Bolivarian Republic Of),Amazonas,Autonomo Autana,America,"Autonomo Autana, Amazonas, Venezuela (Bolivarian Republic Of)"
123352,VEN,Venezuela (Bolivarian Republic Of),Amazonas,Autonomo Maroa,America,"Autonomo Maroa, Amazonas, Venezuela (Bolivarian Republic Of)"
123353,VEN,Venezuela (Bolivarian Republic Of),Amazonas,Autonomo Rio Negro,America,"Autonomo Rio Negro, Amazonas, Venezuela (Bolivarian Republic Of)"
123354,VEN,Venezuela (Bolivarian Republic Of),Amazonas,Manapiare,America,"Manapiare, Amazonas, Venezuela (Bolivarian Republic Of)"
123355,VEN,Venezuela (Bolivarian Republic Of),Anzoategui,Anaco,America,"Anaco, Anzoategui, Venezuela (Bolivarian Republic Of)"
123356,VEN,Venezuela (Bolivarian Republic Of),Anzoategui,Aragua,America,"Aragua, Anzoategui, Venezuela (Bolivarian Republic Of)"
123357,VEN,Venezuela (Bolivarian Republic Of),Anzoategui,Diego Bautista Urbaneja,America,"Diego Bautista Urbaneja, Anzoategui, Venezuela (Bolivarian Republic Of)"
123358,VEN,Venezuela (Bolivarian Republic Of),Anzoategui,Fernando De Penalver,America,"Fernando De Penalver, Anzoategui, Venezuela (Bolivarian Republic Of)"
123359,VEN,Venezuela (Bolivarian Republic Of),Anzoategui,Francisco De Miranda,America,"Francisco De Miranda, Anzoategui, Venezuela (Bolivarian Republic Of)"
123383,VEN,Venezuela (Bolivarian Republic Of),Aragua,Bolivar,America,"Bolivar, Aragua, Venezuela (Bolivarian Republic Of)"
123366,VEN,Venezuela (Bolivarian Republic Of),Anzoategui,Libertad,America,"Libertad, Anzoategui, Venezuela (Bolivarian Republic Of)"
123367,VEN,Venezuela (Bolivarian Republic Of),Anzoategui,Manuel Ezequiel Bruzual,America,"Manuel Ezequiel Bruzual, Anzoategui, Venezuela (Bolivarian Republic Of)"
123368,VEN,Venezuela (Bolivarian Republic Of),Anzoategui,Pedro Maria Freites,America,"Pedro Maria Freites, Anzoategui, Venezuela (Bolivarian Republic Of)"
127392,JPN,Japan,Fukushima,Otama-Mura,Asia,"Otama-Mura, Fukushima, Japan"
123370,VEN,Venezuela (Bolivarian Republic Of),Anzoategui,San Jose De Guanipa,America,"San Jose De Guanipa, Anzoategui, Venezuela (Bolivarian Republic Of)"
123371,VEN,Venezuela (Bolivarian Republic Of),Anzoategui,San Juan De Capistrano,America,"San Juan De Capistrano, Anzoategui, Venezuela (Bolivarian Republic Of)"
123390,VEN,Venezuela (Bolivarian Republic Of),Aragua,Jose Rafael Revenga,America,"Jose Rafael Revenga, Aragua, Venezuela (Bolivarian Republic Of)"
123391,VEN,Venezuela (Bolivarian Republic Of),Aragua,Libertador,America,"Libertador, Aragua, Venezuela (Bolivarian Republic Of)"
123372,VEN,Venezuela (Bolivarian Republic Of),Anzoategui,Santa Ana,America,"Santa Ana, Anzoategui, Venezuela (Bolivarian Republic Of)"
123373,VEN,Venezuela (Bolivarian Republic Of),Anzoategui,Simon Bolivar,America,"Simon Bolivar, Anzoategui, Venezuela (Bolivarian Republic Of)"
123412,VEN,Venezuela (Bolivarian Republic Of),Barinas,Sosa,America,"Sosa, Barinas, Venezuela (Bolivarian Republic Of)"
123413,VEN,Venezuela (Bolivarian Republic Of),Bolivar,Angostura Del Orinoco,America,"Angostura Del Orinoco, Bolivar, Venezuela (Bolivarian Republic Of)"
123414,VEN,Venezuela (Bolivarian Republic Of),Bolivar,Bolivariano Angostura,America,"Bolivariano Angostura, Bolivar, Venezuela (Bolivarian Republic Of)"
123374,VEN,Venezuela (Bolivarian Republic Of),Anzoategui,Simon Rodriguez,America,"Simon Rodriguez, Anzoategui, Venezuela (Bolivarian Republic Of)"
123375,VEN,Venezuela (Bolivarian Republic Of),Anzoategui,Sir Arthur Mc Gregor,America,"Sir Arthur Mc Gregor, Anzoategui, Venezuela (Bolivarian Republic Of)"
123376,VEN,Venezuela (Bolivarian Republic Of),Apure,Achaguas,America,"Achaguas, Apure, Venezuela (Bolivarian Republic Of)"
123377,VEN,Venezuela (Bolivarian Republic Of),Apure,Biruaca,America,"Biruaca, Apure, Venezuela (Bolivarian Republic Of)"
123378,VEN,Venezuela (Bolivarian Republic Of),Apure,Munoz,America,"Munoz, Apure, Venezuela (Bolivarian Republic Of)"
123379,VEN,Venezuela (Bolivarian Republic Of),Apure,Paez,America,"Paez, Apure, Venezuela (Bolivarian Republic Of)"
123380,VEN,Venezuela (Bolivarian Republic Of),Apure,Pedro Camejo,America,"Pedro Camejo, Apure, Venezuela (Bolivarian Republic Of)"
