gaul2_code,map_code,gaul0_name,gaul1_name,gaul2_name,continent,disp_en
106380,TZA,United Republic of Tanzania,Arusha,Arumeru,Africa,"Arumeru, Arusha, United Republic of Tanzania"
106381,TZA,United Republic of Tanzania,Arusha,Arusha,Africa,"Arusha, Arusha, United Republic of Tanzania"
106382,TZA,United Republic of Tanzania,Arusha,Karatu,Africa,"Karatu, Arusha, United Republic of Tanzania"
106383,TZA,United Republic of Tanzania,Arusha,Longido,Africa,"Longido, Arusha, United Republic of Tanzania"
106384,TZA,United Republic of Tanzania,Arusha,Monduli,Africa,"Monduli, Arusha, United Republic of Tanzania"
106385,TZA,United Republic of Tanzania,Arusha,Ngorongoro,Africa,"Ngorongoro, Arusha, United Republic of Tanzania"
900016,TZA,United Republic of Tanzania,Arusha,Waterbody,Africa,"Waterbody, Arusha, United Republic of Tanzania"
106386,TZA,United Republic of Tanzania,Dar Es Salaam,Ilala,Africa,"Ilala, Dar Es Salaam, United Republic of Tanzania"
106387,TZA,United Republic of Tanzania,Dar Es Salaam,Kigamboni,Africa,"Kigamboni, Dar Es Salaam, United Republic of Tanzania"
106388,TZA,United Republic of Tanzania,Dar Es Salaam,Kinondoni,Africa,"Kinondoni, Dar Es Salaam, United Republic of Tanzania"
106389,TZA,United Republic of Tanzania,Dar Es Salaam,Temeke,Africa,"Temeke, Dar Es Salaam, United Republic of Tanzania"
106390,TZA,United Republic of Tanzania,Dar Es Salaam,Ubungo,Africa,"Ubungo, Dar Es Salaam, United Republic of Tanzania"
106391,TZA,United Republic of Tanzania,Dodoma,Bahi,Africa,"Bahi, Dodoma, United Republic of Tanzania"
106392,TZA,United Republic of Tanzania,Dodoma,Chamwino,Africa,"Chamwino, Dodoma, United Republic of Tanzania"
106393,TZA,United Republic of Tanzania,Dodoma,Chemba,Africa,"Chemba, Dodoma, United Republic of Tanzania"
106394,TZA,United Republic of Tanzania,Dodoma,Dodoma,Africa,"Dodoma, Dodoma, United Republic of Tanzania"
106395,TZA,United Republic of Tanzania,Dodoma,Kondoa,Africa,"Kondoa, Dodoma, United Republic of Tanzania"
106396,TZA,United Republic of Tanzania,Dodoma,Kongwa,Africa,"Kongwa, Dodoma, United Republic of Tanzania"
106397,TZA,United Republic of Tanzania,Dodoma,Mpwapwa,Africa,"Mpwapwa, Dodoma, United Republic of Tanzania"
106398,TZA,United Republic of Tanzania,Geita,Bukombe,Africa,"Bukombe, Geita, United Republic of Tanzania"
106399,TZA,United Republic of Tanzania,Geita,Chato,Africa,"Chato, Geita, United Republic of Tanzania"
106400,TZA,United Republic of Tanzania,Geita,Geita,Africa,"Geita, Geita, United Republic of Tanzania"
106402,TZA,United Republic of Tanzania,Geita,Nyang'Hwale,Africa,"Nyang'Hwale, Geita, United Republic of Tanzania"
900017,TZA,United Republic of Tanzania,Geita,Waterbody,Africa,"Waterbody, Geita, United Republic of Tanzania"
106403,TZA,United Republic of Tanzania,Iringa,Iringa,Africa,"Iringa, Iringa, United Republic of Tanzania"
106404,TZA,United Republic of Tanzania,Iringa,Kilolo,Africa,"Kilolo, Iringa, United Republic of Tanzania"
106405,TZA,United Republic of Tanzania,Iringa,Mufindi,Africa,"Mufindi, Iringa, United Republic of Tanzania"
106406,TZA,United Republic of Tanzania,Kagera,Biharamulo,Africa,"Biharamulo, Kagera, United Republic of Tanzania"
106407,TZA,United Republic of Tanzania,Kagera,Bukoba,Africa,"Bukoba, Kagera, United Republic of Tanzania"
106408,TZA,United Republic of Tanzania,Kagera,Karagwe,Africa,"Karagwe, Kagera, United Republic of Tanzania"
106409,TZA,United Republic of Tanzania,Kagera,Kyerwa,Africa,"Kyerwa, Kagera, United Republic of Tanzania"
106410,TZA,United Republic of Tanzania,Kagera,Missenyi,Africa,"Missenyi, Kagera, United Republic of Tanzania"
106411,TZA,United Republic of Tanzania,Kagera,Muleba,Africa,"Muleba, Kagera, United Republic of Tanzania"
106412,TZA,United Republic of Tanzania,Kagera,Ngara,Africa,"Ngara, Kagera, United Republic of Tanzania"
900018,TZA,United Republic of Tanzania,Kagera,Waterbody,Africa,"Waterbody, Kagera, United Republic of Tanzania"
106413,TZA,United Republic of Tanzania,Kaskazini Pemba,Micheweni,Africa,"Micheweni, Kaskazini Pemba, United Republic of Tanzania"
106414,TZA,United Republic of Tanzania,Kaskazini Pemba,Wete,Africa,"Wete, Kaskazini Pemba, United Republic of Tanzania"
106415,TZA,United Republic of Tanzania,Kaskazini Unguja,Kaskazini A,Africa,"Kaskazini A, Kaskazini Unguja, United Republic of Tanzania"
106416,TZA,United Republic of Tanzania,Kaskazini Unguja,Kaskazini B,Africa,"Kaskazini B, Kaskazini Unguja, United Republic of Tanzania"
106417,TZA,United Republic of Tanzania,Katavi,Mlele,Africa,"Mlele, Katavi, United Republic of Tanzania"
106418,TZA,United Republic of Tanzania,Katavi,Mpanda,Africa,"Mpanda, Katavi, United Republic of Tanzania"
106419,TZA,United Republic of Tanzania,Katavi,Tanganyika,Africa,"Tanganyika, Katavi, United Republic of Tanzania"
106401,TZA,United Republic of Tanzania,Geita,Mbogwe,Africa,"Mbogwe, Geita, United Republic of Tanzania"
900019,TZA,United Republic of Tanzania,Katavi,Waterbody,Africa,"Waterbody, Katavi, United Republic of Tanzania"
106420,TZA,United Republic of Tanzania,Kigoma,Buhigwe,Africa,"Buhigwe, Kigoma, United Republic of Tanzania"
106421,TZA,United Republic of Tanzania,Kigoma,Kakonko,Africa,"Kakonko, Kigoma, United Republic of Tanzania"
106422,TZA,United Republic of Tanzania,Kigoma,Kasulu,Africa,"Kasulu, Kigoma, United Republic of Tanzania"
106423,TZA,United Republic of Tanzania,Kigoma,Kibondo,Africa,"Kibondo, Kigoma, United Republic of Tanzania"
106424,TZA,United Republic of Tanzania,Kigoma,Kigoma,Africa,"Kigoma, Kigoma, United Republic of Tanzania"
106425,TZA,United Republic of Tanzania,Kigoma,Uvinza,Africa,"Uvinza, Kigoma, United Republic of Tanzania"
900020,TZA,United Republic of Tanzania,Kigoma,Waterbody,Africa,"Waterbody, Kigoma, United Republic of Tanzania"
106426,TZA,United Republic of Tanzania,Kilimanjaro,Hai,Africa,"Hai, Kilimanjaro, United Republic of Tanzania"
106427,TZA,United Republic of Tanzania,Kilimanjaro,Moshi,Africa,"Moshi, Kilimanjaro, United Republic of Tanzania"
106428,TZA,United Republic of Tanzania,Kilimanjaro,Mwanga,Africa,"Mwanga, Kilimanjaro, United Republic of Tanzania"
106429,TZA,United Republic of Tanzania,Kilimanjaro,Rombo,Africa,"Rombo, Kilimanjaro, United Republic of Tanzania"
106430,TZA,United Republic of Tanzania,Kilimanjaro,Same,Africa,"Same, Kilimanjaro, United Republic of Tanzania"
106431,TZA,United Republic of Tanzania,Kilimanjaro,Siha,Africa,"Siha, Kilimanjaro, United Republic of Tanzania"
106432,TZA,United Republic of Tanzania,Kusini Pemba,Chake Chake,Africa,"Chake Chake, Kusini Pemba, United Republic of Tanzania"
106433,TZA,United Republic of Tanzania,Kusini Pemba,Mkoani,Africa,"Mkoani, Kusini Pemba, United Republic of Tanzania"
106434,TZA,United Republic of Tanzania,Kusini Unguja,Kati,Africa,"Kati, Kusini Unguja, United Republic of Tanzania"
106435,TZA,United Republic of Tanzania,Kusini Unguja,Kusini,Africa,"Kusini, Kusini Unguja, United Republic of Tanzania"
106436,TZA,United Republic of Tanzania,Lindi,Kilwa,Africa,"Kilwa, Lindi, United Republic of Tanzania"
106437,TZA,United Republic of Tanzania,Lindi,Lindi,Africa,"Lindi, Lindi, United Republic of Tanzania"
106438,TZA,United Republic of Tanzania,Lindi,Liwale,Africa,"Liwale, Lindi, United Republic of Tanzania"
106439,TZA,United Republic of Tanzania,Lindi,Nachingwea,Africa,"Nachingwea, Lindi, United Republic of Tanzania"
106440,TZA,United Republic of Tanzania,Lindi,Ruangwa,Africa,"Ruangwa, Lindi, United Republic of Tanzania"
106441,TZA,United Republic of Tanzania,Manyara,Babati,Africa,"Babati, Manyara, United Republic of Tanzania"
106442,TZA,United Republic of Tanzania,Manyara,Hanang,Africa,"Hanang, Manyara, United Republic of Tanzania"
106443,TZA,United Republic of Tanzania,Manyara,Kiteto,Africa,"Kiteto, Manyara, United Republic of Tanzania"
106444,TZA,United Republic of Tanzania,Manyara,Mbulu,Africa,"Mbulu, Manyara, United Republic of Tanzania"
106445,TZA,United Republic of Tanzania,Manyara,Simanjiro,Africa,"Simanjiro, Manyara, United Republic of Tanzania"
900021,TZA,United Republic of Tanzania,Manyara,Waterbody,Africa,"Waterbody, Manyara, United Republic of Tanzania"
106446,TZA,United Republic of Tanzania,Mara,Bunda,Africa,"Bunda, Mara, United Republic of Tanzania"
106447,TZA,United Republic of Tanzania,Mara,Butiama,Africa,"Butiama, Mara, United Republic of Tanzania"
106448,TZA,United Republic of Tanzania,Mara,Musoma,Africa,"Musoma, Mara, United Republic of Tanzania"
106449,TZA,United Republic of Tanzania,Mara,Rorya,Africa,"Rorya, Mara, United Republic of Tanzania"
106450,TZA,United Republic of Tanzania,Mara,Serengeri,Africa,"Serengeri, Mara, United Republic of Tanzania"
106451,TZA,United Republic of Tanzania,Mara,Tarime,Africa,"Tarime, Mara, United Republic of Tanzania"
900022,TZA,United Republic of Tanzania,Mara,Waterbody,Africa,"Waterbody, Mara, United Republic of Tanzania"
106452,TZA,United Republic of Tanzania,Mbeya,Chunya,Africa,"Chunya, Mbeya, United Republic of Tanzania"
106453,TZA,United Republic of Tanzania,Mbeya,Kyela,Africa,"Kyela, Mbeya, United Republic of Tanzania"
106454,TZA,United Republic of Tanzania,Mbeya,Mbarali,Africa,"Mbarali, Mbeya, United Republic of Tanzania"
106455,TZA,United Republic of Tanzania,Mbeya,Mbeya,Africa,"Mbeya, Mbeya, United Republic of Tanzania"
106456,TZA,United Republic of Tanzania,Mbeya,Rungwe,Africa,"Rungwe, Mbeya, United Republic of Tanzania"
900023,TZA,United Republic of Tanzania,Mbeya,Waterbody,Africa,"Waterbody, Mbeya, United Republic of Tanzania"
106457,TZA,United Republic of Tanzania,Mjini Magharibi,Magharibi A,Africa,"Magharibi A, Mjini Magharibi, United Republic of Tanzania"
106458,TZA,United Republic of Tanzania,Mjini Magharibi,Magharibi B,Africa,"Magharibi B, Mjini Magharibi, United Republic of Tanzania"
106459,TZA,United Republic of Tanzania,Mjini Magharibi,Mjini,Africa,"Mjini, Mjini Magharibi, United Republic of Tanzania"
106460,TZA,United Republic of Tanzania,Morogoro,Gairo,Africa,"Gairo, Morogoro, United Republic of Tanzania"
106461,TZA,United Republic of Tanzania,Morogoro,Kilombero,Africa,"Kilombero, Morogoro, United Republic of Tanzania"
106462,TZA,United Republic of Tanzania,Morogoro,Kilosa,Africa,"Kilosa, Morogoro, United Republic of Tanzania"
106463,TZA,United Republic of Tanzania,Morogoro,Malinyi,Africa,"Malinyi, Morogoro, United Republic of Tanzania"
106464,TZA,United Republic of Tanzania,Morogoro,Morogoro,Africa,"Morogoro, Morogoro, United Republic of Tanzania"
106465,TZA,United Republic of Tanzania,Morogoro,Mvomero,Africa,"Mvomero, Morogoro, United Republic of Tanzania"
106466,TZA,United Republic of Tanzania,Morogoro,Ulanga,Africa,"Ulanga, Morogoro, United Republic of Tanzania"
106467,TZA,United Republic of Tanzania,Mtwara,Masasi,Africa,"Masasi, Mtwara, United Republic of Tanzania"
106468,TZA,United Republic of Tanzania,Mtwara,Mtwara,Africa,"Mtwara, Mtwara, United Republic of Tanzania"
106469,TZA,United Republic of Tanzania,Mtwara,Nanyumbu,Africa,"Nanyumbu, Mtwara, United Republic of Tanzania"
106470,TZA,United Republic of Tanzania,Mtwara,Newala,Africa,"Newala, Mtwara, United Republic of Tanzania"
106471,TZA,United Republic of Tanzania,Mtwara,Tandahimba,Africa,"Tandahimba, Mtwara, United Republic of Tanzania"
106472,TZA,United Republic of Tanzania,Mwanza,Ilemela,Africa,"Ilemela, Mwanza, United Republic of Tanzania"
106473,TZA,United Republic of Tanzania,Mwanza,Kwimba,Africa,"Kwimba, Mwanza, United Republic of Tanzania"
106474,TZA,United Republic of Tanzania,Mwanza,Magu,Africa,"Magu, Mwanza, United Republic of Tanzania"
106475,TZA,United Republic of Tanzania,Mwanza,Misungwi,Africa,"Misungwi, Mwanza, United Republic of Tanzania"
106476,TZA,United Republic of Tanzania,Mwanza,Nyamagana,Africa,"Nyamagana, Mwanza, United Republic of Tanzania"
106477,TZA,United Republic of Tanzania,Mwanza,Sengerema,Africa,"Sengerema, Mwanza, United Republic of Tanzania"
106478,TZA,United Republic of Tanzania,Mwanza,Ukerewe,Africa,"Ukerewe, Mwanza, United Republic of Tanzania"
900024,TZA,United Republic of Tanzania,Mwanza,Waterbody,Africa,"Waterbody, Mwanza, United Republic of Tanzania"
106479,TZA,United Republic of Tanzania,Njombe,Ludewa,Africa,"Ludewa, Njombe, United Republic of Tanzania"
106480,TZA,United Republic of Tanzania,Njombe,Makete,Africa,"Makete, Njombe, United Republic of Tanzania"
106481,TZA,United Republic of Tanzania,Njombe,Njombe,Africa,"Njombe, Njombe, United Republic of Tanzania"
106482,TZA,United Republic of Tanzania,Njombe,Wanging'Ombe,Africa,"Wanging'Ombe, Njombe, United Republic of Tanzania"
106483,TZA,United Republic of Tanzania,Pwani,Bagamoyo,Africa,"Bagamoyo, Pwani, United Republic of Tanzania"
106484,TZA,United Republic of Tanzania,Pwani,Kibaha,Africa,"Kibaha, Pwani, United Republic of Tanzania"
106485,TZA,United Republic of Tanzania,Pwani,Kibiti,Africa,"Kibiti, Pwani, United Republic of Tanzania"
106486,TZA,United Republic of Tanzania,Pwani,Kisarawe,Africa,"Kisarawe, Pwani, United Republic of Tanzania"
106487,TZA,United Republic of Tanzania,Pwani,Mafia,Africa,"Mafia, Pwani, United Republic of Tanzania"
106488,TZA,United Republic of Tanzania,Pwani,Mkuranga,Africa,"Mkuranga, Pwani, United Republic of Tanzania"
106489,TZA,United Republic of Tanzania,Pwani,Rufiji,Africa,"Rufiji, Pwani, United Republic of Tanzania"
106490,TZA,United Republic of Tanzania,Rukwa,Kalambo,Africa,"Kalambo, Rukwa, United Republic of Tanzania"
106491,TZA,United Republic of Tanzania,Rukwa,Nkasi,Africa,"Nkasi, Rukwa, United Republic of Tanzania"
106492,TZA,United Republic of Tanzania,Rukwa,Sumbawanga,Africa,"Sumbawanga, Rukwa, United Republic of Tanzania"
900025,TZA,United Republic of Tanzania,Rukwa,Waterbody,Africa,"Waterbody, Rukwa, United Republic of Tanzania"
106493,TZA,United Republic of Tanzania,Ruvuma,Mbinga,Africa,"Mbinga, Ruvuma, United Republic of Tanzania"
106494,TZA,United Republic of Tanzania,Ruvuma,Namtumbo,Africa,"Namtumbo, Ruvuma, United Republic of Tanzania"
106495,TZA,United Republic of Tanzania,Ruvuma,Nyasa,Africa,"Nyasa, Ruvuma, United Republic of Tanzania"
106496,TZA,United Republic of Tanzania,Ruvuma,Songea,Africa,"Songea, Ruvuma, United Republic of Tanzania"
106497,TZA,United Republic of Tanzania,Ruvuma,Tunduru,Africa,"Tunduru, Ruvuma, United Republic of Tanzania"
106498,TZA,United Republic of Tanzania,Shinyanga,Kahama,Africa,"Kahama, Shinyanga, United Republic of Tanzania"
106499,TZA,United Republic of Tanzania,Shinyanga,Kishapu,Africa,"Kishapu, Shinyanga, United Republic of Tanzania"
106500,TZA,United Republic of Tanzania,Shinyanga,Shinyanga,Africa,"Shinyanga, Shinyanga, United Republic of Tanzania"
106501,TZA,United Republic of Tanzania,Simiyu,Bariadi,Africa,"Bariadi, Simiyu, United Republic of Tanzania"
106502,TZA,United Republic of Tanzania,Simiyu,Busega,Africa,"Busega, Simiyu, United Republic of Tanzania"
106503,TZA,United Republic of Tanzania,Simiyu,Itilima,Africa,"Itilima, Simiyu, United Republic of Tanzania"
106504,TZA,United Republic of Tanzania,Simiyu,Maswa,Africa,"Maswa, Simiyu, United Republic of Tanzania"
106505,TZA,United Republic of Tanzania,Simiyu,Meatu,Africa,"Meatu, Simiyu, United Republic of Tanzania"
106506,TZA,United Republic of Tanzania,Singida,Ikungi,Africa,"Ikungi, Singida, United Republic of Tanzania"
106507,TZA,United Republic of Tanzania,Singida,Iramba,Africa,"Iramba, Singida, United Republic of Tanzania"
106508,TZA,United Republic of Tanzania,Singida,Manyoni,Africa,"Manyoni, Singida, United Republic of Tanzania"
106509,TZA,United Republic of Tanzania,Singida,Mkalama,Africa,"Mkalama, Singida, United Republic of Tanzania"
106510,TZA,United Republic of Tanzania,Singida,Singida,Africa,"Singida, Singida, United Republic of Tanzania"
106511,TZA,United Republic of Tanzania,Songwe,Ileje,Africa,"Ileje, Songwe, United Republic of Tanzania"
106512,TZA,United Republic of Tanzania,Songwe,Mbozi,Africa,"Mbozi, Songwe, United Republic of Tanzania"
106513,TZA,United Republic of Tanzania,Songwe,Momba,Africa,"Momba, Songwe, United Republic of Tanzania"
106514,TZA,United Republic of Tanzania,Songwe,Songwe,Africa,"Songwe, Songwe, United Republic of Tanzania"
106515,TZA,United Republic of Tanzania,Tabora,Igunga,Africa,"Igunga, Tabora, United Republic of Tanzania"
106516,TZA,United Republic of Tanzania,Tabora,Kaliua,Africa,"Kaliua, Tabora, United Republic of Tanzania"
106517,TZA,United Republic of Tanzania,Tabora,Nzega,Africa,"Nzega, Tabora, United Republic of Tanzania"
106518,TZA,United Republic of Tanzania,Tabora,Sikonge,Africa,"Sikonge, Tabora, United Republic of Tanzania"
106526,TZA,United Republic of Tanzania,Tanga,Mkinga,Africa,"Mkinga, Tanga, United Republic of Tanzania"
106527,TZA,United Republic of Tanzania,Tanga,Muheza,Africa,"Muheza, Tanga, United Republic of Tanzania"
106528,TZA,United Republic of Tanzania,Tanga,Pangani,Africa,"Pangani, Tanga, United Republic of Tanzania"
106529,TZA,United Republic of Tanzania,Tanga,Tanga,Africa,"Tanga, Tanga, United Republic of Tanzania"
145675,ATA,Antarctica,Administrative Unit Not Available,Administrative Unit Not Available,--,Antarctica
145676,DNK,Greenland,Administrative Unit Not Available,Administrative Unit Not Available,--,Greenland
100002,DZA,Algeria,Adrar,Akabili,Africa,"Akabili, Adrar, Algeria"
100003,DZA,Algeria,Adrar,Aougrout,Africa,"Aougrout, Adrar, Algeria"
100004,DZA,Algeria,Adrar,Aoulef,Africa,"Aoulef, Adrar, Algeria"
100005,DZA,Algeria,Adrar,Bordj Badji Mokhtar,Africa,"Bordj Badji Mokhtar, Adrar, Algeria"
100006,DZA,Algeria,Adrar,Bouda,Africa,"Bouda, Adrar, Algeria"
100007,DZA,Algeria,Adrar,Deldoul,Africa,"Deldoul, Adrar, Algeria"
106519,TZA,United Republic of Tanzania,Tabora,Tabora,Africa,"Tabora, Tabora, United Republic of Tanzania"
106520,TZA,United Republic of Tanzania,Tabora,Urambo,Africa,"Urambo, Tabora, United Republic of Tanzania"
106521,TZA,United Republic of Tanzania,Tabora,Uyui,Africa,"Uyui, Tabora, United Republic of Tanzania"
106522,TZA,United Republic of Tanzania,Tanga,Handeni,Africa,"Handeni, Tanga, United Republic of Tanzania"
106523,TZA,United Republic of Tanzania,Tanga,Kilindi,Africa,"Kilindi, Tanga, United Republic of Tanzania"
106524,TZA,United Republic of Tanzania,Tanga,Korogwe,Africa,"Korogwe, Tanga, United Republic of Tanzania"
106525,TZA,United Republic of Tanzania,Tanga,Lushoto,Africa,"Lushoto, Tanga, United Republic of Tanzania"
100000,xAB,Abyei,Administrative Unit Not Available,Administrative Unit Not Available,Africa,Abyei
100001,DZA,Algeria,Adrar,Adrar,Africa,"Adrar, Adrar, Algeria"
120108,USA,United States of America,Arizona,Pinal,America,"Pinal, Arizona, United States of America"
100008,DZA,Algeria,Adrar,Fenoughil,Africa,"Fenoughil, Adrar, Algeria"
100009,DZA,Algeria,Adrar,Gharouine,Africa,"Gharouine, Adrar, Algeria"
100010,DZA,Algeria,Adrar,Inzegmir,Africa,"Inzegmir, Adrar, Algeria"
100011,DZA,Algeria,Adrar,Ksar Kaddour,Africa,"Ksar Kaddour, Adrar, Algeria"
100012,DZA,Algeria,Adrar,Metarfa,Africa,"Metarfa, Adrar, Algeria"
100013,DZA,Algeria,Adrar,Ouled Ahmed Timi,Africa,"Ouled Ahmed Timi, Adrar, Algeria"
100014,DZA,Algeria,Adrar,Ouled Aissa,Africa,"Ouled Aissa, Adrar, Algeria"
100015,DZA,Algeria,Adrar,Ouled Said,Africa,"Ouled Said, Adrar, Algeria"
100021,DZA,Algeria,Adrar,Tamest,Africa,"Tamest, Adrar, Algeria"
100022,DZA,Algeria,Adrar,Timiaouine,Africa,"Timiaouine, Adrar, Algeria"
100023,DZA,Algeria,Adrar,Timimoun,Africa,"Timimoun, Adrar, Algeria"
120109,USA,United States of America,Arizona,Santa Cruz,America,"Santa Cruz, Arizona, United States of America"
120110,USA,United States of America,Arizona,Yavapai,America,"Yavapai, Arizona, United States of America"
100016,DZA,Algeria,Adrar,Reggane,Africa,"Reggane, Adrar, Algeria"
100017,DZA,Algeria,Adrar,Sali,Africa,"Sali, Adrar, Algeria"
100018,DZA,Algeria,Adrar,Sebaa,Africa,"Sebaa, Adrar, Algeria"
100019,DZA,Algeria,Adrar,Talmine,Africa,"Talmine, Adrar, Algeria"
100020,DZA,Algeria,Adrar,Tamentit,Africa,"Tamentit, Adrar, Algeria"
107287,BRB,Barbados,Saint George,Administrative Unit Not Available,America,"Saint George, Barbados"
100024,DZA,Algeria,Adrar,Timokten,Africa,"Timokten, Adrar, Algeria"
100025,DZA,Algeria,Adrar,Tinerkouk,Africa,"Tinerkouk, Adrar, Algeria"
100026,DZA,Algeria,Adrar,Tit,Africa,"Tit, Adrar, Algeria"
100027,DZA,Algeria,Adrar,Tsabit,Africa,"Tsabit, Adrar, Algeria"
100028,DZA,Algeria,Adrar,Zaouiet Kounta,Africa,"Zaouiet Kounta, Adrar, Algeria"
100116,DZA,Algeria,Alger,Djisr Ksentina,Africa,"Djisr Ksentina, Alger, Algeria"
120111,USA,United States of America,Arizona,Yuma,America,"Yuma, Arizona, United States of America"
120112,USA,United States of America,Arkansas,Arkansas,America,"Arkansas, Arkansas, United States of America"
100034,DZA,Algeria,Ain-Defla,Ain-Defla,Africa,"Ain-Defla, Ain-Defla, Algeria"
100029,DZA,Algeria,Ain-Defla,Ain Benian,Africa,"Ain Benian, Ain-Defla, Algeria"
100030,DZA,Algeria,Ain-Defla,Ain Bouyahia,Africa,"Ain Bouyahia, Ain-Defla, Algeria"
100234,DZA,Algeria,Bechar,Ksabi,Africa,"Ksabi, Bechar, Algeria"
100031,DZA,Algeria,Ain-Defla,Ain Lechiakh,Africa,"Ain Lechiakh, Ain-Defla, Algeria"
100032,DZA,Algeria,Ain-Defla,Ain Soltane,Africa,"Ain Soltane, Ain-Defla, Algeria"
100036,DZA,Algeria,Ain-Defla,Barbouche,Africa,"Barbouche, Ain-Defla, Algeria"
100235,DZA,Algeria,Bechar,Lahmar,Africa,"Lahmar, Bechar, Algeria"
120113,USA,United States of America,Arkansas,Ashley,America,"Ashley, Arkansas, United States of America"
120114,USA,United States of America,Arkansas,Baxter,America,"Baxter, Arkansas, United States of America"
100033,DZA,Algeria,Ain-Defla,Ain Torki,Africa,"Ain Torki, Ain-Defla, Algeria"
100035,DZA,Algeria,Ain-Defla,Arib,Africa,"Arib, Ain-Defla, Algeria"
100585,DZA,Algeria,El Oued,Mih Ouensa,Africa,"Mih Ouensa, El Oued, Algeria"
100037,DZA,Algeria,Ain-Defla,Bathia,Africa,"Bathia, Ain-Defla, Algeria"
100038,DZA,Algeria,Ain-Defla,Belaas,Africa,"Belaas, Ain-Defla, Algeria"
100046,DZA,Algeria,Ain-Defla,Djendel,Africa,"Djendel, Ain-Defla, Algeria"
100039,DZA,Algeria,Ain-Defla,Ben Allal,Africa,"Ben Allal, Ain-Defla, Algeria"
100040,DZA,Algeria,Ain-Defla,Bir Ouled Khelifa,Africa,"Bir Ouled Khelifa, Ain-Defla, Algeria"
100041,DZA,Algeria,Ain-Defla,Bordj Emir Khaled,Africa,"Bordj Emir Khaled, Ain-Defla, Algeria"
119793,LCA,Saint Lucia,Soufriere,Chateau Belair,America,"Chateau Belair, Soufriere, Saint Lucia"
100042,DZA,Algeria,Ain-Defla,Boumedfaa,Africa,"Boumedfaa, Ain-Defla, Algeria"
100043,DZA,Algeria,Ain-Defla,Bourached,Africa,"Bourached, Ain-Defla, Algeria"
100047,DZA,Algeria,Ain-Defla,El Abbadia,Africa,"El Abbadia, Ain-Defla, Algeria"
120115,USA,United States of America,Arkansas,Benton,America,"Benton, Arkansas, United States of America"
100044,DZA,Algeria,Ain-Defla,Djelida,Africa,"Djelida, Ain-Defla, Algeria"
100045,DZA,Algeria,Ain-Defla,Djemaa Ouled Cheikh,Africa,"Djemaa Ouled Cheikh, Ain-Defla, Algeria"
100126,DZA,Algeria,Alger,Hamma Anassers,Africa,"Hamma Anassers, Alger, Algeria"
100048,DZA,Algeria,Ain-Defla,El Amra,Africa,"El Amra, Ain-Defla, Algeria"
100049,DZA,Algeria,Ain-Defla,El Attaf,Africa,"El Attaf, Ain-Defla, Algeria"
100050,DZA,Algeria,Ain-Defla,El Hassania,Africa,"El Hassania, Ain-Defla, Algeria"
120116,USA,United States of America,Arkansas,Boone,America,"Boone, Arkansas, United States of America"
100051,DZA,Algeria,Ain-Defla,El Hoceinia,Africa,"El Hoceinia, Ain-Defla, Algeria"
100052,DZA,Algeria,Ain-Defla,El Mayene,Africa,"El Mayene, Ain-Defla, Algeria"
100053,DZA,Algeria,Ain-Defla,Hammam Righa,Africa,"Hammam Righa, Ain-Defla, Algeria"
100127,DZA,Algeria,Alger,Haraoua,Africa,"Haraoua, Alger, Algeria"
100586,DZA,Algeria,El Oued,Nakhla,Africa,"Nakhla, El Oued, Algeria"
100054,DZA,Algeria,Ain-Defla,Khemis Miliana,Africa,"Khemis Miliana, Ain-Defla, Algeria"
100055,DZA,Algeria,Ain-Defla,Mekhatria,Africa,"Mekhatria, Ain-Defla, Algeria"
100056,DZA,Algeria,Ain-Defla,Miliana,Africa,"Miliana, Ain-Defla, Algeria"
100060,DZA,Algeria,Ain-Defla,Sidi Lakhdar,Africa,"Sidi Lakhdar, Ain-Defla, Algeria"
100143,DZA,Algeria,Alger,Saoula,Africa,"Saoula, Alger, Algeria"
120117,USA,United States of America,Arkansas,Bradley,America,"Bradley, Arkansas, United States of America"
100057,DZA,Algeria,Ain-Defla,Oued Chorfa,Africa,"Oued Chorfa, Ain-Defla, Algeria"
100058,DZA,Algeria,Ain-Defla,Oued Djemaa,Africa,"Oued Djemaa, Ain-Defla, Algeria"
100059,DZA,Algeria,Ain-Defla,Rouina,Africa,"Rouina, Ain-Defla, Algeria"
120118,USA,United States of America,Arkansas,Calhoun,America,"Calhoun, Arkansas, United States of America"
100061,DZA,Algeria,Ain-Defla,Tachta Zegarra,Africa,"Tachta Zegarra, Ain-Defla, Algeria"
100064,DZA,Algeria,Ain-Defla,Zeddine,Africa,"Zeddine, Ain-Defla, Algeria"
100067,DZA,Algeria,Ain-Temouchent,Ain Kihel,Africa,"Ain Kihel, Ain-Temouchent, Algeria"
100062,DZA,Algeria,Ain-Defla,Tarik Ibn Ziad,Africa,"Tarik Ibn Ziad, Ain-Defla, Algeria"
100063,DZA,Algeria,Ain-Defla,Tiberkanine,Africa,"Tiberkanine, Ain-Defla, Algeria"
100587,DZA,Algeria,El Oued,Oued El Alenda,Africa,"Oued El Alenda, El Oued, Algeria"
100065,DZA,Algeria,Ain-Temouchent,Aghlal,Africa,"Aghlal, Ain-Temouchent, Algeria"
100069,DZA,Algeria,Ain-Temouchent,Ain-Temouchent,Africa,"Ain-Temouchent, Ain-Temouchent, Algeria"
